,Name,Position,Team,Pts,GWs,Mins Pts,G,A,CS,YC,RC,OG,PenMiss,Saves Pts,PenSave,Bonus,2GC
0,Ander Iru,GK,Athletic Club,0,29,0,0,0,0,0,0,0,0,0,0,0,0
1,Alex Padilla,GK,Athletic Club,0,29,0,0,0,0,0,0,0,0,0,0,0,0
2,Julen Agirrezabala,GK,Athletic Club,22,29,11,0,0,2,0,0,0,0,1,0,2,0
3,Unai Simon,GK,Athletic Club,90,29,47,0,0,9,2,0,0,0,9,0,8,8
4,Jon Sillero,DEF,Athletic Club,0,29,0,0,0,0,0,0,0,0,0,0,0,0
5,Aitor Casamichana,DEF,Athletic Club,2,29,2,0,0,0,0,0,0,0,0,0,0,0
6,Alex Petxa,DEF,Athletic Club,0,29,0,0,0,0,0,0,0,0,0,0,0,0
7,Peru Esnal,DEF,Athletic Club,0,29,0,0,0,0,0,0,0,0,0,0,0,0
8,Inigo Lekue,DEF,Athletic Club,49,29,31,0,1,4,1,0,0,0,0,0,2,2
9,Mikel Balenziaga,DEF,Athletic Club,3,29,4,0,0,0,0,0,0,0,0,0,0,1
10,Oscar De Marcos,DEF,Athletic Club,93,29,51,0,5,9,5,0,1,0,0,0,3,5
11,Ander Capa,DEF,Athletic Club,10,29,7,0,0,1,1,0,0,0,0,0,0,0
12,Daniel Vivian,DEF,Athletic Club,72,29,40,1,0,8,6,0,0,0,0,0,3,3
13,Yeray Alvarez,DEF,Athletic Club,93,29,47,1,1,10,6,1,0,0,0,0,12,6
14,Yuri Berchiche,DEF,Athletic Club,68,29,36,1,0,8,5,1,0,0,0,0,7,5
15,Inigo Martinez,DEF,Athletic Club,50,29,28,1,0,5,1,0,0,0,0,0,2,5
16,Jon Morcillo,MID,Athletic Club,13,29,10,0,1,0,0,0,0,0,0,0,0,0
17,Oier Zarraga,MID,Athletic Club,24,29,25,0,0,3,4,0,0,0,0,0,0,0
18,Nico Serrano,MID,Athletic Club,0,29,0,0,0,0,0,0,0,0,0,0,0,0
19,Mikel Vesga,MID,Athletic Club,81,29,49,3,3,8,4,0,1,0,0,0,6,0
20,Dani Garcia,MID,Athletic Club,43,29,33,0,2,7,5,0,0,0,0,0,2,0
21,Unai Vencedor,MID,Athletic Club,5,29,7,0,0,0,2,0,0,0,0,0,0,0
22,Alex Berenguer,MID,Athletic Club,82,29,48,3,1,8,0,0,0,0,0,0,8,0
23,Iker Munian,MID,Athletic Club,62,29,40,0,3,7,2,0,0,0,0,0,8,0
24,Malcom Ares,FWD,Athletic Club,1,29,1,0,0,0,0,0,0,0,0,0,0,0
25,Luis Bilbao,FWD,Athletic Club,0,29,0,0,0,0,0,0,0,0,0,0,0,0
26,Gorka Guruzeta,FWD,Athletic Club,62,29,31,6,1,0,2,0,0,0,0,0,6,0
27,Asier Villalibre,FWD,Athletic Club,5,29,5,0,0,0,0,0,0,0,0,0,0,0
28,Oihan Sancet,FWD,Athletic Club,76,29,50,7,0,7,3,1,0,0,0,0,4,0
29,Raul Garcia,FWD,Athletic Club,49,29,32,2,3,1,2,0,0,0,0,0,2,0
30,Nico Williams,MID,Athletic Club,100,29,52,5,4,1,1,0,0,0,0,0,11,0
31,Inaki Williams,FWD,Athletic Club,100,29,51,8,2,0,1,0,0,1,0,0,14,0
32,Jan Oblak,GK,Atletico Madrid,119,29,54,0,0,12,1,0,0,0,12,0,9,3
33,Antonio Gomis,GK,Atletico Madrid,0,29,0,0,0,0,0,0,0,0,0,0,0,0
34,Ivo Grbic,GK,Atletico Madrid,6,29,6,0,0,0,1,0,0,0,1,0,0,0
35,Mario Hermoso,DEF,Atletico Madrid,72,29,31,3,0,7,1,2,0,0,0,0,2,0
36,Stefan Savic,DEF,Atletico Madrid,62,29,40,0,0,8,4,2,0,0,0,0,1,1
37,Felipe,DEF,Atletico Madrid,4,29,5,0,0,0,0,0,0,0,0,0,0,1
38,Reinildo,DEF,Atletico Madrid,74,29,43,0,0,8,4,0,0,0,0,0,6,3
39,Santiago Arias,DEF,Atletico Madrid,0,29,0,0,0,0,0,0,0,0,0,0,0,0
40,Renan Lodi,DEF,Atletico Madrid,0,29,0,0,0,0,0,0,0,0,0,0,0,0
41,Jose Gimenez,DEF,Atletico Madrid,81,29,39,1,0,9,7,0,0,0,0,0,7,0
42,Daniel Wass,MID,Atletico Madrid,0,29,0,0,0,0,0,0,0,0,0,0,0,0
43,Geoffrey Kondogbia,MID,Atletico Madrid,38,29,26,0,2,3,5,0,0,0,0,0,7,0
44,Nahuel Molina,DEF,Atletico Madrid,83,29,46,1,1,9,6,1,0,0,0,0,3,2
45,Thomas Lemar,MID,Atletico Madrid,47,29,28,1,2,4,0,0,0,0,0,0,4,0
46,Koke,MID,Atletico Madrid,65,29,46,0,3,12,4,0,0,0,0,0,2,0
47,Axel Witsel,MID,Atletico Madrid,42,29,40,0,0,4,2,0,0,0,0,0,0,1
48,Marcos Llorente,MID,Atletico Madrid,60,29,41,1,2,9,5,0,0,0,0,0,4,0
49,Yannick Carrasco,MID,Atletico Madrid,74,29,43,3,2,6,1,0,0,0,0,0,5,0
50,Saul Niguez,MID,Atletico Madrid,35,29,29,1,1,3,7,0,0,0,0,0,2,0
51,Rodrigo De Paul,MID,Atletico Madrid,66,29,36,1,3,6,4,0,0,0,0,0,14,0
52,Carlos Martin,FWD,Atletico Madrid,1,29,1,0,0,0,0,0,0,0,0,0,0,0
53,Marcos Paulo,FWD,Atletico Madrid,0,29,0,0,0,0,0,0,0,0,0,0,0,0
54,Matheus Cunha,FWD,Atletico Madrid,18,29,14,0,2,0,2,0,0,0,0,0,0,0
55,Angel Correa,FWD,Atletico Madrid,62,29,36,6,1,0,1,1,0,0,0,0,3,0
56,Alvaro Morata,FWD,Atletico Madrid,101,29,45,10,2,0,3,0,0,0,0,0,13,0
57,Joao Felix,FWD,Atletico Madrid,47,29,21,4,3,0,5,0,0,0,0,0,6,0
58,Antoine Griezmann,FWD,Atletico Madrid,154,29,50,11,8,0,1,0,0,0,0,0,37,0
59,Aitor Fernandez,GK,Osasuna,65,29,32,0,0,6,1,0,0,0,10,0,5,5
60,Sergio Herrera,GK,Osasuna,46,29,26,0,0,3,3,0,0,0,6,1,4,4
61,Jorge Herrando,DEF,Osasuna,0,29,0,0,0,0,0,0,0,0,0,0,0,0
62,Jesus Areso,DEF,Osasuna,0,29,0,0,0,0,0,0,0,0,0,0,0,0
63,Juan Cruz,DEF,Osasuna,50,29,40,0,0,5,6,0,0,0,0,0,2,6
64,Unai Garcia,DEF,Osasuna,49,29,37,0,1,5,6,1,0,0,0,0,3,5
65,Ruben Pena,DEF,Osasuna,26,29,20,0,1,2,1,1,0,0,0,0,0,1
66,Aridane Hernandez,DEF,Osasuna,43,29,22,0,0,5,0,0,1,0,0,0,6,3
67,Nacho Vidal,DEF,Osasuna,33,29,27,0,0,3,4,0,0,0,0,0,1,3
68,Manuel Sanchez,DEF,Osasuna,54,29,36,0,1,5,1,0,0,0,0,0,0,4
69,David Garcia,DEF,Osasuna,78,29,50,2,0,7,8,1,0,0,0,0,7,8
70,Iker Benito,MID,Osasuna,0,29,0,0,0,0,0,0,0,0,0,0,0,0
71,Aimar Oroz,MID,Osasuna,62,29,37,3,3,6,6,0,0,0,0,0,1,0
72,Robert Ibanez,MID,Osasuna,0,29,0,0,0,0,0,0,0,0,0,0,0,0
73,Javi Martinez,MID,Osasuna,0,29,0,0,0,0,0,0,0,0,0,0,0,0
74,Darko Brasanac,MID,Osasuna,38,29,33,1,1,2,5,0,0,0,0,0,0,0
75,Roberto Torres,MID,Osasuna,2,29,2,0,0,0,0,0,0,0,0,0,0,0
76,Kike Saverio,MID,Osasuna,0,29,0,0,0,0,0,0,0,0,0,0,0,0
77,Lucas Torro,MID,Osasuna,49,29,48,0,0,9,9,0,0,0,0,0,1,0
78,Jon Moncayola,MID,Osasuna,50,29,48,0,0,4,4,0,0,0,0,0,2,1
79,Moi Gomez,MID,Osasuna,94,29,53,2,2,8,5,0,0,0,0,0,22,0
80,Ruben Garcia,MID,Osasuna,43,29,27,1,2,3,2,0,0,0,0,0,4,0
81,Barbero,FWD,Osasuna,0,29,0,0,0,0,0,0,0,0,0,0,0,0
82,Kike Barja,FWD,Osasuna,44,29,28,1,3,2,1,0,0,0,0,0,4,0
83,Kike Garcia,FWD,Osasuna,43,29,35,2,0,0,4,0,0,0,0,0,4,0
84,Chimy,FWD,Osasuna,73,29,41,7,2,0,7,1,0,1,0,0,10,0
85,Ante Budimir,FWD,Osasuna,47,29,40,2,0,0,3,0,0,0,0,0,2,0
86,David Gil,GK,Cadiz,0,29,0,0,0,0,0,0,0,0,0,0,0,0
87,Jeremias Ledesma,GK,Cadiz,123,29,50,0,0,9,1,0,0,0,26,1,22,15
88,Mamadou Mbaye,DEF,Cadiz,16,29,13,0,0,2,1,0,0,0,0,0,0,4
89,Karl Eyong,DEF,Cadiz,0,29,0,0,0,0,0,0,0,0,0,0,0,0
90,Juan Cala,DEF,Cadiz,0,29,0,0,0,0,0,0,0,0,0,0,0,0
91,Isaac Carcelen,DEF,Cadiz,53,29,33,0,1,7,2,3,0,0,0,0,7,7
92,Luis Hernandez,DEF,Cadiz,74,29,54,0,0,9,4,1,0,0,0,0,7,16
93,Joseba Zaldua,DEF,Cadiz,8,29,16,0,1,0,4,0,0,0,0,0,0,7
94,Fali,DEF,Cadiz,51,29,37,0,0,6,5,0,0,0,0,0,4,9
95,Santiago Arzamendia,DEF,Cadiz,16,29,13,0,0,1,0,0,0,0,0,0,0,1
96,Alfonso Espino,DEF,Cadiz,86,29,55,0,3,9,6,0,0,0,0,0,7,15
97,Victor Chust,DEF,Cadiz,26,29,21,1,0,2,3,0,0,0,0,0,1,7
98,Jon Garrido,MID,Cadiz,0,29,0,0,0,0,0,0,0,0,0,0,0,0
99,Martin Calderon,MID,Cadiz,0,29,0,0,0,0,0,0,0,0,0,0,0,0
100,Jorge Pombo,MID,Cadiz,0,29,0,0,0,0,0,0,0,0,0,0,0,0
101,Jose Mari,MID,Cadiz,13,29,15,0,0,0,3,0,0,0,0,0,0,0
102,Alberto Perea,MID,Cadiz,1,29,1,0,0,0,0,0,0,0,0,0,0,0
103,Ivan Alejo,MID,Cadiz,25,29,31,0,1,2,8,1,0,0,0,0,0,0
104,Alex Fernandez,MID,Cadiz,67,29,39,3,0,7,0,0,0,0,0,0,6,0
105,Ruben Alcaraz,MID,Cadiz,54,29,39,3,0,6,7,1,0,0,0,0,4,0
106,Awer Mabil,MID,Cadiz,6,29,6,0,0,0,0,0,0,0,0,0,0,0
107,Tomas Alarcon,MID,Cadiz,3,29,6,0,0,0,0,1,0,0,0,0,0,0
108,Ivan Chapela,FWD,Cadiz,0,29,0,0,0,0,0,0,0,0,0,0,0,0
109,Mamady Diarra,FWD,Cadiz,3,29,3,0,0,0,0,0,0,0,0,0,0,0
110,Milutin Osmajic,FWD,Cadiz,0,29,0,0,0,0,0,0,0,0,0,0,0,0
111,Alvaro Gimenez,FWD,Cadiz,1,29,1,0,0,0,0,0,0,0,0,0,0,0
112,Ruben Sobrino,FWD,Cadiz,47,29,45,2,1,6,9,0,0,0,0,0,0,0
113,Anthony Lozano,FWD,Cadiz,30,29,33,0,0,0,3,0,0,0,0,0,0,0
114,Alvaro Negredo,FWD,Cadiz,34,29,21,1,2,0,0,0,0,0,0,0,3,0
115,Lucas Perez,FWD,Cadiz,32,29,19,3,0,0,2,0,0,0,0,0,3,0
116,Axel Werner,GK,Elche,0,29,0,0,0,0,0,0,0,0,0,0,0,0
117,Edgar Badia,GK,Elche,90,29,56,0,0,1,2,0,0,0,28,3,10,21
118,Josema,DEF,Elche,0,29,0,0,0,0,0,0,0,0,0,0,0,0
119,Diego Gonzalez,DEF,Elche,11,29,23,0,0,0,5,0,0,0,0,0,0,7
120,Pedro Bigas,DEF,Elche,20,29,40,0,0,1,2,2,0,0,0,0,0,16
121,Gonzalo Verdu,DEF,Elche,19,29,18,1,0,1,1,2,0,0,0,0,3,5
122,Carlos Clerc,DEF,Elche,38,29,46,0,1,2,1,0,0,0,0,0,0,18
123,Helibelton Palacios,DEF,Elche,25,29,42,0,0,1,6,0,0,0,0,0,0,15
124,Enzo Roco,DEF,Elche,17,29,34,0,0,0,3,1,0,0,0,0,2,13
125,Johan Mojica,DEF,Villareal,28,29,26,0,0,1,2,0,0,0,0,0,3,3
126,Victor Rodriguez,MID,Elche,0,29,0,0,0,0,0,0,0,0,0,0,0,0
127,Branislav Knezevic,MID,Elche,0,29,0,0,0,0,0,0,0,0,0,0,0,0
128,Josan,MID,Elche,22,29,18,1,0,0,2,0,0,0,0,0,1,1
129,Tete Morente,MID,Elche,47,29,37,2,0,1,4,0,0,0,0,0,3,3
130,Gerard Gumbau,MID,Elche,57,29,47,0,4,1,10,0,0,0,0,0,7,0
131,Raul Guti,MID,Elche,25,29,26,0,0,0,1,0,0,0,0,0,0,0
132,Omar Mascarell,MID,Elche,51,29,51,0,1,1,6,0,0,0,0,0,2,4
133,Fidel,MID,Elche,31,29,26,1,1,0,4,0,0,0,0,0,1,0
134,Javier Pastore,MID,Elche,1,29,1,0,0,0,0,0,0,0,0,0,0,0
135,Mourad El Ghezouani,FWD,Elche,0,29,0,0,0,0,0,0,0,0,0,0,0,0
136,Pere Milla,FWD,Elche,65,29,37,6,1,0,6,0,0,0,0,0,7,0
137,Ezequiel Ponce,FWD,Elche,44,29,34,3,0,0,2,1,0,0,0,0,3,0
138,Roger Marti,FWD,Cadiz,41,29,37,1,1,0,3,0,0,0,0,0,0,0
139,Lucas Boye,FWD,Elche,56,29,47,3,2,0,7,1,0,1,0,0,3,0
140,Joan Garcia,GK,Espanyol,0,29,0,0,0,0,0,0,0,0,0,0,0,0
141,Benjamin Lecomte,GK,Espanyol,25,29,20,0,0,1,1,1,1,0,6,0,6,5
142,Wassim Keddari,DEF,Espanyol,0,29,0,0,0,0,0,0,0,0,0,0,0,0
143,Fernando Calero,DEF,Espanyol,33,29,32,0,0,2,4,0,0,0,0,0,0,3
144,Brian Olivan,DEF,Espanyol,72,29,44,1,5,4,6,0,0,0,0,0,7,10
145,Oscar Gil,DEF,Espanyol,49,29,43,0,1,4,10,0,0,0,0,0,5,8
146,Sergi Gomez,DEF,Espanyol,26,29,40,0,0,1,0,2,0,0,0,0,1,13
147,Tonny Vilhena,DEF,Espanyol,0,29,0,0,0,0,0,0,0,0,0,0,0,0
148,Leandro Cabrera,DEF,Espanyol,33,29,47,0,0,3,6,2,1,0,0,0,3,15
149,Adria Pedrosa,DEF,Espanyol,0,29,0,0,0,0,0,0,0,0,0,0,0,0
150,Aleix Vidal,DEF,Espanyol,27,29,27,0,1,1,4,1,0,0,0,0,0,0
151,Daniel Villahermosa,MID,Espanyol,0,29,0,0,0,0,0,0,0,0,0,0,0,0
152,Pol Lozano,MID,Espanyol,0,29,0,0,0,0,0,0,0,0,0,0,0,0
153,Nicolas Melamed,MID,Espanyol,27,29,24,0,2,0,3,0,0,0,0,0,0,0
154,Adrian Embarba,MID,Espanyol,51,29,30,1,3,2,3,1,0,0,0,0,11,0
155,Vinicius Souza,MID,Espanyol,53,29,52,0,0,3,7,1,0,0,0,0,8,0
156,Keidi Bare,MID,Espanyol,14,29,14,0,0,0,0,0,0,0,0,0,0,0
157,Sergi Darder,MID,Espanyol,114,29,58,5,2,3,3,0,0,0,0,0,25,0
158,Matias Vargas,MID,Espanyol,0,29,0,0,0,0,0,0,0,0,0,0,0,0
159,Javi Puado,MID,Espanyol,67,29,45,3,2,3,3,0,0,0,0,0,1,0
160,Jofre,FWD,Espanyol,0,29,0,0,0,0,0,0,0,0,0,0,0,0
161,Kenneth Soler,FWD,Espanyol,0,29,0,0,0,0,0,0,0,0,0,0,0,0
162,Luca Koleosho,FWD,Espanyol,2,29,2,0,0,0,0,0,0,0,0,0,0,0
163,Juan Camilo Becerra,FWD,Espanyol,0,29,0,0,0,0,0,0,0,0,0,0,0,0
164,Nabil Touaizi,FWD,Espanyol,1,29,1,0,0,0,0,0,0,0,0,0,0,0
165,Landry Dimata,FWD,Espanyol,0,29,0,0,0,0,0,0,0,0,0,0,0,0
166,Joselu,FWD,Espanyol,120,29,51,12,2,0,3,0,0,0,0,0,18,0
167,Wu Lei,FWD,Espanyol,0,29,0,0,0,0,0,0,0,0,0,0,0,0
168,Raul De Tomas,FWD,Rayo Vallecano,9,29,12,0,0,0,1,0,0,1,0,0,0,0
169,Inaki Pena,GK,FC Barcelona,0,29,0,0,0,0,0,0,0,0,0,0,0,0
170,Ter Stegen,GK,FC Barcelona,166,29,58,0,0,22,0,0,0,0,10,0,11,1
171,Alejandro Balde,DEF,FC Barcelona,121,29,46,0,5,16,3,0,0,0,0,0,0,1
172,Sergi Roberto,DEF,FC Barcelona,87,29,31,4,1,7,3,0,0,0,0,0,5,1
173,Andreas Christensen,DEF,FC Barcelona,72,29,30,0,1,8,2,0,0,0,0,0,9,0
174,Samuel Umtiti,DEF,FC Barcelona,0,29,0,0,0,0,0,0,0,0,0,0,0,0
175,Eric Garcia,DEF,FC Barcelona,65,29,28,1,0,8,3,0,0,0,0,0,3,1
176,Jules Kounde,DEF,FC Barcelona,121,29,41,0,2,17,1,0,1,0,0,0,10,1
177,Sergino Dest,DEF,FC Barcelona,0,29,0,0,0,0,0,0,0,0,0,0,0,0
178,Ronald Araujo,DEF,FC Barcelona,78,29,32,0,2,12,6,1,1,0,0,0,3,0
179,Jordi Alba,DEF,FC Barcelona,86,29,31,1,3,9,2,1,0,0,0,0,9,0
180,Gerard Pique,DEF,FC Barcelona,25,29,10,0,0,4,3,0,0,0,0,0,2,0
181,Pablo Torre,MID,FC Barcelona,0,29,0,0,0,0,0,0,0,0,0,0,0,0
182,Miralem Pjanic,MID,FC Barcelona,0,29,0,0,0,0,0,0,0,0,0,0,0,0
183,Franck Kessie,MID,FC Barcelona,29,29,23,1,1,2,4,0,0,0,0,0,0,0
184,Sergio Busquets,MID,FC Barcelona,72,29,43,0,3,15,4,1,0,0,0,0,12,0
185,Gavi,MID,FC Barcelona,76,29,48,1,3,17,7,0,0,0,0,0,4,0
186,Raphinha,MID,FC Barcelona,121,29,44,6,4,15,5,0,0,0,0,0,25,0
187,Pedri,MID,FC Barcelona,101,29,40,6,0,14,2,0,0,0,0,0,19,0
188,Frenkie De Jong,MID,FC Barcelona,72,29,40,2,1,10,2,0,0,0,0,0,11,0
189,Martin Braithwaite,FWD,Espanyol,86,29,47,9,1,0,4,1,0,0,0,0,7,0
190,Ferran Torres,FWD,FC Barcelona,50,29,36,3,1,0,4,1,0,1,0,0,8,0
191,Memphis Depay,FWD,Atletico Madrid,28,29,12,4,0,0,1,0,0,0,0,0,1,0
192,Pierre-Emerick Aubameyang,FWD,FC Barcelona,1,29,1,0,0,0,0,0,0,0,0,0,0,0
193,Ousmane Dembele,FWD,FC Barcelona,68,29,30,5,5,1,4,0,0,0,0,0,7,0
194,Ansu Fati,FWD,FC Barcelona,60,29,36,4,3,0,3,0,0,0,0,0,2,0
195,Robert Lewandowski,FWD,FC Barcelona,152,29,48,17,6,1,1,1,0,1,0,0,24,0
196,Diego Conde,GK,Getafe,0,29,0,0,0,0,0,0,0,0,0,0,0,0
197,David Soria,GK,Getafe,149,29,58,0,0,10,1,0,0,0,23,4,21,12
198,Gaston Alvarez,DEF,Getafe,43,29,24,2,0,4,5,1,0,0,0,0,1,2
199,Juan Iglesias,DEF,Getafe,62,29,42,1,0,6,4,0,0,0,0,0,2,8
200,Amankwaa Akurugu,DEF,Getafe,0,29,0,0,0,0,0,0,0,0,0,0,0,0
201,Fabrizio Angileri,DEF,Getafe,5,29,14,0,0,0,2,1,0,0,0,0,0,4
202,Stefan Mitrovic,DEF,Getafe,41,29,27,0,0,5,3,0,0,0,0,0,0,3
203,Damian Suarez,DEF,Getafe,57,29,34,1,0,6,4,0,0,0,0,0,1,4
204,Domingos Duarte,DEF,Getafe,74,29,53,0,2,8,8,1,1,0,0,0,8,12
205,Djene,DEF,Getafe,76,29,51,0,1,9,7,0,0,0,0,0,4,11
206,Angel Algobia,MID,Getafe,30,29,32,0,0,1,3,0,0,0,0,0,0,0
207,Jaime Seoane,MID,Getafe,17,29,16,0,0,1,0,0,0,0,0,0,0,0
208,Jakub Jankto,MID,Getafe,0,29,0,0,0,0,0,0,0,0,0,0,0,0
209,Luis Milla,MID,Getafe,44,29,37,0,0,7,4,1,0,0,0,0,7,0
210,Portu,MID,Getafe,42,29,37,0,2,5,3,1,0,0,0,0,0,1
211,Mauro Arambarri,MID,Getafe,22,29,20,0,1,3,2,1,1,0,0,0,3,0
212,Nemanja Maksimovic,MID,Getafe,37,29,33,0,0,5,1,0,0,0,0,0,0,0
213,Carles Alena,MID,Getafe,57,29,43,2,2,6,8,1,0,0,0,0,3,0
214,John Joe Patrick Finn,FWD,Getafe,0,29,0,0,0,0,0,0,0,0,0,0,0,0
215,Jaime Mata,FWD,Getafe,11,29,10,0,1,0,3,0,0,0,0,0,1,0
216,Borja Mayoral,FWD,Getafe,85,29,58,6,2,0,4,0,0,2,0,0,5,0
217,Enes Unal,FWD,Getafe,138,29,58,13,3,0,4,0,0,1,0,0,25,0
218,Juan Carlos,GK,Girona,22,29,20,0,0,0,0,0,0,0,5,0,2,5
219,Biel Farres,DEF,Girona,0,29,0,0,0,0,0,0,0,0,0,0,0,0
220,Eric Monjonell,DEF,Girona,0,29,0,0,0,0,0,0,0,0,0,0,0,0
221,Juanpe,DEF,Girona,19,29,24,0,0,1,3,0,0,0,0,0,0,6
222,Santiago Bueno,DEF,Girona,57,29,56,0,1,3,5,1,0,0,0,0,6,12
223,Arnau Martinez,DEF,Girona,63,29,47,3,2,2,9,0,0,0,0,0,4,11
224,Bernardo Espinos,DEF,Girona,21,29,22,0,1,1,3,0,0,0,0,0,0,5
225,Miguel Gutierrez,DEF,Girona,53,29,44,1,2,2,6,0,0,0,0,0,2,7
226,Ramon Terrats,MID,Girona,33,29,23,0,1,3,1,0,0,0,0,0,5,0
227,Ibrahim Kebe,MID,Girona,0,29,0,0,0,0,0,0,0,0,0,0,0,0
228,Ivan Martin,MID,Girona,50,29,26,3,2,3,1,0,0,0,0,0,1,0
229,Valery Fernandez,MID,Girona,34,29,25,0,2,2,1,0,0,0,0,0,2,0
230,Borja Garcia,MID,Girona,21,29,16,1,0,1,1,0,0,0,0,0,0,0
231,David Lopez,MID,Girona,54,29,31,2,1,1,4,0,0,0,0,0,13,3
232,Aleix Garcia,MID,Girona,105,29,52,1,5,2,1,0,0,0,0,0,32,0
233,Rodrigo Riquelme,MID,Girona,68,29,41,4,2,0,1,0,0,0,0,0,2,0
234,Yan Couto,MID,Girona,26,29,22,0,1,0,1,0,0,0,0,0,2,0
235,Yangel Herrera,MID,Girona,38,29,23,2,2,0,2,0,0,0,0,0,1,0
236,Joel Roca,FWD,Girona,2,29,2,0,0,0,0,0,0,0,0,0,0,0
237,Pau Victor,FWD,Girona,0,29,0,0,0,0,0,0,0,0,0,0,0,0
238,Oscar Urena,FWD,Girona,3,29,3,0,0,0,0,0,0,0,0,0,0,0
239,Samu Saiz,FWD,Girona,17,29,9,2,0,0,1,0,0,0,0,0,1,0
240,Christhian Stuani,FWD,Girona,53,29,31,7,0,0,7,0,0,1,0,0,3,0
241,Valentin Castellanos,FWD,Girona,76,29,55,7,0,1,10,0,0,0,0,0,3,0
242,Stole Dimitrievski,GK,Rayo Vallecano,114,29,56,0,0,9,3,0,0,0,16,0,19,10
243,Diego Lopez,GK,Rayo Vallecano,1,29,2,0,0,0,0,0,0,0,0,0,0,1
244,Mario Hernandez,DEF,Rayo Vallecano,0,29,0,0,0,0,0,0,0,0,0,0,0,0
245,Esteban Saveljich,DEF,Rayo Vallecano,0,29,0,0,0,0,0,0,0,0,0,0,0,0
246,Mario Suarez,DEF,Rayo Vallecano,1,29,1,0,0,0,0,0,0,0,0,0,0,0
247,Ivan Balliu,DEF,Rayo Vallecano,73,29,54,0,0,9,6,0,2,0,0,0,3,10
248,Florian Lejeune,DEF,Rayo Vallecano,98,29,50,4,0,8,4,2,0,0,0,0,12,10
249,Alejandro Catena,DEF,Rayo Vallecano,76,29,54,1,1,8,10,1,0,0,0,0,4,10
250,Fran Garcia,DEF,Rayo Vallecano,97,29,58,1,2,9,1,0,0,0,0,0,3,11
251,Ruben de Tomas,MID,Rayo Vallecano,0,29,0,0,0,0,0,0,0,0,0,0,0,0
252,Jose Pozo,MID,Rayo Vallecano,7,29,7,0,0,0,0,0,0,0,0,0,0,0
253,Salvi,MID,Rayo Vallecano,15,29,17,0,0,0,2,0,0,0,0,0,0,0
254,Oscar Valentin,MID,Rayo Vallecano,51,29,47,0,0,8,8,0,0,0,0,0,4,0
255,Unai Lopez,MID,Rayo Vallecano,49,29,32,1,2,4,1,0,0,0,0,0,3,0
256,Isi Palazon,MID,Rayo Vallecano,111,29,52,7,5,9,4,0,0,2,0,0,8,0
257,Bebe,MID,Rayo Vallecano,3,29,4,0,0,0,1,0,0,0,0,0,0,0
258,Santi Comesana,MID,Rayo Vallecano,70,29,46,2,1,9,4,0,0,0,0,0,6,0
259,Randy Nteka,MID,Elche,16,29,20,0,0,0,1,1,0,0,0,0,0,0
260,Ismaila Ciss,MID,Rayo Vallecano,40,29,33,1,0,3,4,0,1,0,0,0,5,0
261,Alvaro Garcia,MID,Rayo Vallecano,91,29,52,4,3,8,5,0,0,0,0,0,7,0
262,Oscar Trejo,MID,Rayo Vallecano,79,29,47,3,4,8,8,0,0,1,0,0,7,0
263,Sergio Moreno,FWD,Rayo Vallecano,0,29,0,0,0,0,0,0,0,0,0,0,0,0
264,Andres Martin,FWD,Rayo Vallecano,0,29,0,0,0,0,0,0,0,0,0,0,0,0
265,Lass Bangoura,FWD,Rayo Vallecano,0,29,0,0,0,0,0,0,0,0,0,0,0,0
266,Sergio Camello,FWD,Rayo Vallecano,92,29,53,5,4,0,1,0,0,0,0,0,8,0
267,Radamel Falcao,FWD,Rayo Vallecano,29,29,24,2,0,0,4,0,0,0,0,0,1,0
268,Ivan Villar,GK,Celta Vigo,34,29,18,0,0,3,0,0,0,0,3,0,3,2
