,Name,Position,Team,Pts,GWs,Mins Pts,G,A,CS,YC,RC,OG,PenMiss,Saves Pts,PenSave,Bonus,2GC
535,Fernando Nino,FWD,Villareal,0,29,0,0,0,0,0,0,0,0,0,0,0,0
536,Jose Luis Morales,FWD,Villareal,66,29,37,7,0,0,2,0,0,0,0,0,3,0
537,Paco Alcacer,FWD,Villareal,0,29,0,0,0,0,0,0,0,0,0,0,0,0
538,Arnaut Danjuma,FWD,Villareal,24,29,14,2,0,0,0,0,0,0,0,0,2,0
539,Boulaye Dia,FWD,Villareal,0,29,0,0,0,0,0,0,0,0,0,0,0,0
540,Gerard Moreno,FWD,Villareal,58,29,27,6,2,0,4,0,0,1,0,0,7,0
541,Pablo Lumbreras,DEF,Osasuna,41,29,23,0,1,3,0,0,0,0,0,0,3,0
542,Ivan Romero,FWD,Sevilla,0,29,1,0,0,0,1,0,0,0,0,0,0,0
543,Ruben Sanchez Saez,MID,Espanyol,31,29,25,0,2,1,1,0,0,0,0,0,0,3
544,Edu Exposito,MID,Espanyol,47,29,29,2,2,0,3,0,0,0,0,0,5,0
545,Nico Gonzalez,MID,Valencia,26,29,22,1,0,1,0,0,1,0,0,0,0,0
546,Moi Parra,FWD,Getafe,1,29,1,0,0,0,0,0,0,0,0,0,0,0
547,Fran Delgado,DEF,Real Betis,1,29,1,0,0,0,0,0,0,0,0,0,0,0
548,Rober Gonzalez,FWD,Real Betis,1,29,2,0,0,0,1,0,0,0,0,0,0,0
549,John Donald,MID,Elche,1,29,4,0,0,0,0,1,0,0,0,0,0,2
550,Alejandro Alfaro,MID,Elche,1,29,1,0,0,0,0,0,0,0,0,0,0,0
551,Tanguy Nianzou,DEF,Sevilla,29,29,28,1,0,2,1,1,0,0,0,0,0,9
552,Fede San Emeterio,MID,Cadiz,38,29,38,0,0,6,8,0,0,0,0,0,2,0
553,Giovani Lo Celso,MID,Villareal,38,29,22,1,2,4,2,0,0,0,0,0,3,0
554,Pol Lirola,DEF,Elche,15,29,15,1,0,0,1,0,0,0,0,0,0,5
555,Alex Collado,MID,Elche,26,29,15,1,1,0,1,0,0,0,0,0,4,0
556,Domingos Quina,MID,Elche,7,29,11,0,0,0,1,1,0,0,0,0,0,0
557,Leo Baptistao,FWD,Almeria,63,29,41,4,2,1,7,0,0,0,0,0,7,0
558,Javier Hernandez,DEF,Girona,43,29,26,1,2,2,2,0,0,0,0,0,3,4
559,Jose Angel Carmona,DEF,Elche,37,29,28,3,1,0,7,2,0,0,0,0,6,5
560,Juanmi Latasa,FWD,Getafe,12,29,12,0,0,0,0,0,0,0,0,0,0,0
561,Dani Gomez,FWD,Espanyol,7,29,8,0,0,0,1,0,0,0,0,0,0,0
562,Antonio Blanco,MID,Cadiz,5,29,5,0,0,0,0,0,0,0,0,0,0,0
563,Jorgen Larsen,FWD,Celta Vigo,54,29,35,2,4,0,4,0,0,0,0,0,3,0
564,Brian Ocampo,MID,Cadiz,48,29,31,1,1,8,2,0,0,0,0,0,3,0
565,Theo Bongonda,FWD,Cadiz,57,29,36,2,3,9,0,0,0,0,0,0,4,0
566,Edinson Cavani,FWD,Valencia,55,29,31,5,1,0,4,0,0,1,0,0,7,0
567,Marcos Alonso,DEF,FC Barcelona,43,29,22,1,0,4,1,0,0,0,0,0,0,0
568,Hector Bellerin,DEF,FC Barcelona,8,29,4,0,0,1,0,0,0,0,0,0,0,0
569,Ander Herrera,MID,Athletic Club,10,29,12,0,1,1,3,1,0,0,0,0,0,0
570,Sergio Reguilon,DEF,Atletico Madrid,1,29,4,0,0,0,0,1,0,0,0,0,0,0
571,Abdessamad Ezzalzouli,FWD,Osasuna,51,29,33,3,2,1,1,1,0,0,0,0,4,0
572,El Bilal Toure,FWD,Almeria,64,29,32,6,2,0,0,0,0,0,0,0,2,0
573,Paulo Gazzaniga,GK,Girona,65,29,38,0,0,3,3,0,0,0,11,1,9,7
574,Oriol Romeu,MID,Girona,60,29,50,2,0,3,8,0,0,0,0,0,5,0
575,Alexander Sorloth,FWD,Real Sociedad,79,29,44,8,1,0,4,0,0,0,0,0,4,0
576,Kasper Dolberg,FWD,Sevilla,9,29,6,0,1,0,0,0,0,0,0,0,0,0
577,Alvaro Fernandez,GK,Espanyol,33,29,22,0,0,2,0,0,0,0,8,0,1,6
578,Omar El Hilali,DEF,Espanyol,3,29,5,0,0,0,1,0,0,0,0,0,0,1
579,Simo,MID,Espanyol,3,29,3,0,0,0,0,0,0,0,0,0,0,0
580,Andre Almeida,MID,Valencia,72,29,47,2,3,4,2,0,0,0,0,0,4,0
581,Ilaix Moriba,MID,Valencia,25,29,28,0,1,2,2,2,0,0,0,0,0,0
582,Kenedy,MID,Real Valladolid,7,29,6,0,1,0,2,0,0,0,0,0,0,0
583,Ivan Fresneda,DEF,Real Valladolid,24,29,29,0,0,1,2,0,0,0,0,0,0,7
584,Justin Kluivert,MID,Valencia,62,29,29,5,0,2,3,0,0,0,0,0,9,0
585,Kike Salas,DEF,Sevilla,16,29,9,1,1,0,1,1,0,0,0,0,3,1
586,Matija Nastasic,DEF,Mallorca,28,29,23,0,0,3,3,0,0,0,0,0,0,4
587,Nicolas Fernandez,MID,Elche,11,29,15,0,0,0,2,0,1,0,0,0,0,0
588,Lazaro,FWD,Almeria,16,29,12,1,0,0,0,0,0,0,0,0,0,0
589,Federico Fernandez,DEF,Elche,1,29,2,0,0,0,0,0,0,0,0,0,0,1
590,Gonzalo Melero,MID,Almeria,69,29,34,4,3,4,3,0,0,0,0,0,5,0
591,Zouhair Feddal,DEF,Real Valladolid,5,29,7,0,0,0,0,0,0,0,0,0,0,2
592,Lucas Rosa,DEF,Real Valladolid,22,29,19,0,1,1,2,0,0,0,0,0,0,2
593,Fernando Pacheco,GK,Almeria,25,29,18,0,0,1,0,0,0,0,7,0,3,7
594,Jordan Amavi,DEF,Celta Vigo,5,29,4,0,0,1,0,1,0,0,0,0,0,0
595,Adnan Januzaj,MID,Sevilla,2,29,2,0,0,0,0,0,0,0,0,0,0,0
596,Pablo Marin,MID,Real Sociedad,12,29,11,0,0,2,1,0,0,0,0,0,0,0
597,Juan Cruz Betis,MID,Real Betis,8,29,3,1,0,0,0,0,0,0,0,0,0,0
598,Cenk Ozkacar,DEF,Valencia,25,29,21,0,0,2,1,0,0,0,0,0,1,4
599,Abdul Mumin,DEF,Rayo Vallecano,12,29,10,0,0,1,1,0,0,0,0,0,0,1
600,Pablo Barrios,MID,Atletico Madrid,18,29,15,0,1,2,2,0,0,0,0,0,0,0
601,Omar Alderete,DEF,Getafe,40,29,27,0,1,4,5,0,0,0,0,0,4,5
602,Tino Kadewere,FWD,Real Mallorca,18,29,14,1,0,0,0,0,0,0,0,0,0,0
603,Lautaro Blanco,DEF,Elche,15,29,13,0,1,0,1,0,0,0,0,0,1,1
604,Luis Suarez,FWD,Almeria,35,29,25,2,2,0,4,0,0,0,0,0,0,0
605,Loic Bade,DEF,Sevilla,46,29,21,1,0,5,3,0,0,0,0,0,5,3
606,Diego Moreno,DEF,Osasuna,20,29,14,0,0,2,1,0,0,0,0,0,0,1
607,Cesar Montes,DEF,Espanyol,23,29,21,1,0,1,2,0,0,0,0,0,1,7
608,Abner Vinicius,DEF,Real Betis,6,29,11,0,0,0,2,0,0,0,0,0,0,3
609,David Torres,DEF,Real Valladolid,3,29,4,0,0,0,0,0,0,0,0,0,0,1
610,Darwin Machis,FWD,Real Valladolid,14,29,9,0,1,3,1,0,0,0,0,0,3,0
611,Cyle Larin,FWD,Real Valladolid,41,29,17,5,2,0,4,0,0,0,0,0,2,0
612,Gonzalo Escalante,MID,Cadiz,29,29,14,2,0,3,2,0,0,0,0,0,4,0
613,Ronael Pierre-Gabriel,DEF,Espanyol,3,29,7,0,0,0,0,1,0,0,0,0,0,1
614,Ayoze Perez,MID,Real Betis,33,29,18,1,1,1,2,0,0,0,0,0,8,0
615,Haris Seferovic,FWD,Celta Vigo,20,29,13,2,0,0,1,0,0,0,0,0,0,0
616,Pape Gueye,MID,Sevilla,23,29,15,0,3,2,2,2,0,0,0,0,5,0
617,Bryan Gil,FWD,Sevilla,24,29,14,1,2,3,2,0,0,0,0,0,2,0
618,Matt Doherty,DEF,Atletico Madrid,1,29,1,0,0,0,0,0,0,0,0,0,0,0
619,Ludwig Augustinsson,DEF,Real Mallorca,3,29,4,0,0,0,0,0,0,0,0,0,0,1
620,Martin Hongla,DEF,Real Valladolid,11,29,13,0,0,1,2,1,0,0,0,0,0,1
621,Viktor Tsygankov,MID,Girona,47,29,16,3,3,3,0,0,0,0,0,0,4,0
622,Jose Gragera,MID,Espanyol,14,29,10,1,0,1,2,0,0,0,0,0,0,0
623,Alvaro Rodriguez,FWD,Real Madrid,7,29,3,1,0,0,0,0,0,0,0,0,0,0
