,Name,Slug,Position,Team,Team Slug,Pts,GWs,Mins Pts,G,A,CS,YC,RC,OG,2GC,PenMiss,Saves Pts,PenSave,Bonus
603,Hugo Sotelo,hugo-sotelo,M,Celta Vigo,celta-vigo,20,31,17,0,0,2,0,0,0,3,0,0,0,1
604,Kieran Tierney,kieran-tierney,D,Real Sociedad,real-sociedad,43,31,26,0,2,3,1,0,0,3,0,0,0,3
605,Iván Cuéllar,ivan-cuellar,G,Mallorca,mallorca,0,31,0,0,0,0,0,0,0,0,0,0,0,0
606,Dodi Lukebakio,dodi-lukebakio,F,Sevilla,sevilla,46,31,26,4,1,4,0,0,0,4,0,0,0,1
607,Álex Calatrava,alex-calatrava,F,Atlético Madrid,atletico-madrid,0,31,0,0,0,0,0,0,0,0,0,0,0,0
608,Ivan Vasiljevic,ivan-vasiljevic,D,Atlético Madrid,atletico-madrid,0,31,0,0,0,0,0,0,0,0,0,0,0,0
609,Ianis Hagi,ianis-hagi,M,Deportivo Alavés,deportivo-alaves,23,31,22,0,1,1,2,0,0,0,1,0,0,1
610,Maximiliano Gómez,maximiliano-gomez,F,Cádiz,cadiz,32,31,34,0,0,3,2,0,0,5,0,0,0,0
611,Máximo Perrone,maximo-perrone,M,Las Palmas,las-palmas,41,31,39,0,0,6,4,0,0,5,0,0,0,0
612,Juanma Herzog,juanma-herzog,D,Las Palmas,las-palmas,25,31,6,2,0,2,1,0,0,2,0,0,0,2
613,Alex Gonzalez,gonzalez-alex,G,Las Palmas,las-palmas,0,31,0,0,0,0,0,0,0,0,0,0,0,0
614,Mario González,mario-gonzalez,M,Granada,granada,0,31,0,0,0,0,0,0,0,0,0,0,0,0
615,Dani Pérez,dani-perez,M,Real Betis,real-betis,0,30,0,0,0,0,0,0,0,0,0,0,0,0
616,João Cancelo,joao-cancelo,D,Barcelona,barcelona,113,30,49,2,3,10,5,0,0,9,0,0,0,17
617,Iker Munoz,munoz-iker,M,Osasuna,osasuna,28,30,17,1,0,5,1,0,0,2,0,0,0,2
618,Mihailo Ristić,mihailo-ristic,D,Celta Vigo,celta-vigo,20,30,17,0,0,2,2,0,0,3,0,0,0,0
619,Vicente Guaita,vicente-guaita,G,Celta Vigo,celta-vigo,89,30,48,0,0,6,2,0,1,6,0,14,0,13
620,Pablo Marín,pablo-marin,M,Real Sociedad B,real-sociedad-b,0,30,0,0,0,0,0,0,0,0,0,0,0,0
621,Urko González,urko-gonzalez,D,Real Sociedad,real-sociedad,1,30,3,0,0,0,1,0,0,1,0,0,0,0
622,Unai Gómez,unai-gomez,M,Athletic Club,athletic-club,24,30,23,0,0,2,1,0,0,1,0,0,0,0
623,Matija Nastasić,matija-nastasic,D,Mallorca,mallorca,67,30,46,1,0,6,9,0,0,4,0,0,0,4
624,Roman Yaremchuk,roman-yaremchuk,F,Valencia,valencia,45,30,29,4,0,5,2,0,0,1,0,0,0,2
625,Selim Amallah,amallah-selim,M,Valencia,valencia,21,30,20,0,1,2,2,1,0,1,0,0,0,1
626,Mariano Díaz,mariano-diaz,F,Sevilla,sevilla,8,30,8,0,0,0,1,0,0,1,0,0,0,1
627,Boubakary Soumaré,boubakary-soumare,M,Sevilla,sevilla,36,30,40,0,0,4,9,0,0,5,0,0,0,1
628,César Montes,cesar-montes,D,Almería,almeria,35,30,33,0,0,4,4,0,0,10,0,0,0,0
629,Mason Greenwood,mason-greenwood,M,Getafe,getafe,117,30,51,8,6,7,6,2,0,9,0,0,0,13
630,Rominigue Kouamé,rominigue-kouame,M,Cádiz,cadiz,24,30,24,0,0,2,2,0,0,5,0,0,0,0
631,Jhon Solís,jhon-solis,M,Girona FC,girona-fc,19,30,19,0,0,0,0,0,0,1,0,0,0,0
632,Lucas Boyé,lucas-boye,F,Granada,granada,75,30,51,5,4,6,8,1,0,10,0,0,0,3
633,Álvaro Fernández,alvaro-fernandez,M,Granada,granada,19,30,18,0,0,2,1,0,0,3,0,0,0,0
634,Mario Ramos,mario-ramos,G,Extremadura UD,extremadura-ud,0,29,0,0,0,0,0,0,0,0,0,0,0,0
635,Carlos Romero,carlos-romero,D,Villarreal,villarreal,4,29,7,0,0,0,1,0,0,2,0,0,0,0
636,Sergio Ramos,sergio-ramos,D,Sevilla,sevilla,76,29,44,2,0,5,5,1,1,9,0,0,0,19
637,Mini,mini,M,Atlético Madrid,atletico-madrid,0,29,0,0,0,0,0,0,0,0,0,0,0,0
638,Jastin García,jastin-garcia,F,Girona FC,girona-fc,2,29,2,0,0,0,0,0,0,0,0,0,0,0
639,Assane Diao,assane-diao,M,Real Betis,real-betis,41,28,28,2,0,5,4,0,0,0,0,0,0,2
640,Germán García,german-garcia,G,Real Betis,real-betis,0,28,0,0,0,0,0,0,0,0,0,0,0,0
641,Iker Álvarez,iker-alvarez,G,Villarreal,villarreal,0,28,0,0,0,0,0,0,0,0,0,0,0,0
642,Diego Lopez,diego-lopez,M,Valencia,valencia,83,28,45,3,5,7,3,0,0,7,0,0,0,4
643,Marciano Sanca,marciano-sanca,F,Almería,almeria,6,28,6,0,0,0,0,0,0,1,0,0,0,0
644,Gorka Rivera,gorka-rivera,D,Getafe,getafe,0,28,0,0,0,0,0,0,0,0,0,0,0,0
645,Tomás Mendes,tomas-mendes,M,Deportivo Alavés,deportivo-alaves,1,28,1,0,0,0,0,0,0,0,0,0,0,0
646,Unai Ropero,unai-ropero,F,Deportivo Alavés,deportivo-alaves,1,28,1,0,0,0,0,0,0,0,0,0,0,0
647,Ricardo Visus,ricardo-visus,D,Real Betis,real-betis,2,27,2,0,0,0,0,0,0,0,0,0,0,0
648,Marco Moreno,marco-moreno,D,Atlético Madrid,atletico-madrid,0,27,0,0,0,0,0,0,0,0,0,0,0,0
649,Selvi Clua Oya,selvi-clua-oya,M,Girona,girona,0,27,0,0,0,0,0,0,0,0,0,0,0,0
650,Paco Sanz,sanz-paco,D,Almería,almeria,0,26,0,0,0,0,0,0,0,0,0,0,0,0
651,Rúben Montero,ruben-montero,G,Deportivo Alavés,deportivo-alaves,0,26,0,0,0,0,0,0,0,0,0,0,0,0
652,Ale Gorrin,gorrin-ale,G,Las Palmas,las-palmas,0,26,0,0,0,0,0,0,0,0,0,0,0,0
653,Gines Sorroche,gines-sorroche,F,Real Betis,real-betis,0,25,0,0,0,0,0,0,0,0,0,0,0,0
654,Marc Guiu,marc-guiu,F,Barcelona,barcelona,0,25,0,0,0,0,0,0,0,0,0,0,0,0
655,Adrià Altimira,altimira-adria,D,Villarreal B,villarreal-b,15,25,19,0,0,2,3,0,0,9,0,0,0,0
656,Aitor Fraga,fraga-aitor,G,Real Sociedad,real-sociedad,0,25,0,0,0,0,0,0,0,0,0,0,0,0
657,Yarek Gasiorowski,gasiorowski-yarek,D,Valencia,valencia,11,25,14,0,0,0,1,0,0,2,0,0,0,0
658,Adrián Niño,adrian-nino,F,Atlético Madrid,atletico-madrid,0,25,0,0,0,0,0,0,0,0,0,0,0,0
659,Marc Guiu,guiu-marc,F,Barcelona,barcelona,7,24,4,1,0,1,1,0,0,0,0,0,0,0
660,Aleix Garrido,aleix-garrido,M,Barcelona,barcelona,0,24,0,0,0,0,0,0,0,0,0,0,0,0
661,Unai Hernández,unai-hernandez,M,Barcelona,barcelona,0,24,0,0,0,0,0,0,0,0,0,0,0,0
662,Ander Ibañez,ander-ibanez,G,Osasuna,osasuna,0,24,0,0,0,0,0,0,0,0,0,0,0,0
663,Gaizka Ayesa,gaizka-ayesa,G,Real Sociedad,real-sociedad,0,24,0,0,0,0,0,0,0,0,0,0,0,0
664,Adu Ares,adu-ares,F,Athletic Club,athletic-club,0,24,0,0,0,0,0,0,0,0,0,0,0,0
665,Daniel Luna,daniel-luna,M,Mallorca,mallorca,0,24,0,0,0,0,0,0,0,0,0,0,0,0
666,Yuzún Ley,yuzun-ley,D,Mallorca,mallorca,0,24,0,0,0,0,0,0,0,0,0,0,0,0
667,Diego Piñeiro,diego-pineiro,G,Real Madrid,real-madrid,0,24,0,0,0,0,0,0,0,0,0,0,0,0
668,Facundo Esnaider,facundo-esnaider,F,Getafe,getafe,0,24,0,0,0,0,0,0,0,0,0,0,0,0
669,Nabil Aberdin,nabil-aberdin,D,Getafe,getafe,0,24,0,0,0,0,0,0,0,0,0,0,0,0
670,Alejandro Morata,morata-alejandro,D,Cádiz,cadiz,0,24,0,0,0,0,0,0,0,0,0,0,0,0
671,Gines Sorroche Pinero,sorroche-pinero-gines,M,Real Betis,real-betis,0,23,0,0,0,0,0,0,0,0,0,0,0,0
672,Sokratis,sokratis,D,Real Betis,real-betis,25,23,20,0,0,4,6,0,1,3,0,0,0,0
673,Aristide Njalla,aristide-njalla,M,Cádiz,cadiz,0,23,0,0,0,0,0,0,0,0,0,0,0,0
674,Julio Cabrera,julio-cabrera,D,Cádiz,cadiz,0,23,0,0,0,0,0,0,0,0,0,0,0,0
675,Adri Miranda,adri-miranda,D,Cádiz,cadiz,0,23,0,0,0,0,0,0,0,0,0,0,0,0
676,Marc Casadó,marc-casado,M,Barcelona,barcelona,2,22,2,0,0,0,0,0,0,0,0,0,0,0
677,Diego Collado,diego-collado,F,Villarreal,villarreal,0,22,0,0,0,0,0,0,0,0,0,0,0,0
678,Javier Rodríguez,javier-rodriguez,D,Celta Vigo,celta-vigo,0,22,0,0,0,0,0,0,0,0,0,0,0,0
679,Pau Mascaró,pau-mascaro,F,Mallorca,mallorca,0,22,0,0,0,0,0,0,0,0,0,0,0,0
680,Pablo Gozálbez,pablo-gozalbez,F,Valencia B,valencia-b,0,22,0,0,0,0,0,0,0,0,0,0,0,0
681,Nico Paz,nico-paz,M,Real Madrid Castilla,real-madrid-castilla,4,22,4,0,0,0,0,0,0,0,0,0,0,0
682,Antonio Gomis,antonio-gomis,G,Atlético Madrid,atletico-madrid,0,22,0,0,0,0,0,0,0,0,0,0,0,0
683,Miguel Peñalver,miguel-penalver,D,Almería,almeria,0,22,0,0,0,0,0,0,0,0,0,0,0,0
684,Pau,pau,F,Las Palmas,las-palmas,0,22,0,0,0,0,0,0,0,0,0,0,0,0
685,Yadam,yadam,M,Las Palmas,las-palmas,0,22,0,0,0,0,0,0,0,0,0,0,0,0
686,Pol Tristan Jimenez,pol-tristan-jimenez,G,Granada,granada,0,22,0,0,0,0,0,0,0,0,0,0,0,0
687,Rachad Dhimi,rachad-dhimi,F,Almería,almeria,1,21,1,0,0,0,0,0,0,0,0,0,0,0
688,Francisco Vieites,francisco-vieites,G,Real Betis,real-betis,7,20,2,0,0,1,0,0,0,0,0,1,0,0
689,Diego Kochen,kochen-diego,G,Barcelona,barcelona,0,20,0,0,0,0,0,0,0,0,0,0,0,0
690,Jorge Pascual,jorge-pascual,F,Villarreal B,villarreal-b,0,20,0,0,0,0,0,0,0,0,0,0,0,0
691,Abraham Rando,rando-abraham,D,Villarreal,villarreal,0,20,0,0,0,0,0,0,0,0,0,0,0,0
692,Pablo Valencia,pablo-valencia,G,Osasuna,osasuna,0,20,0,0,0,0,0,0,0,0,0,0,0,0
693,Hugo Martín,hugo-martin,M,Real Sociedad,real-sociedad,0,20,0,0,0,0,0,0,0,0,0,0,0,0
694,Aitor Fraga,aitor-fraga,G,Real Sociedad,real-sociedad,0,20,0,0,0,0,0,0,0,0,0,0,0,0
695,Álex Padilla,alex-padilla,G,Athletic Club,athletic-club,0,20,0,0,0,0,0,0,0,0,0,0,0,0
696,Hugo González,hugo-gonzalez,F,Valencia B,valencia-b,1,20,1,0,0,0,0,0,0,0,0,0,0,0
697,Mario Martín,mario-martin,M,Real Madrid,real-madrid,0,20,0,0,0,0,0,0,0,0,0,0,0,0
698,Alberto Flores,alberto-flores,G,Sevilla,sevilla,0,20,0,0,0,0,0,0,0,0,0,0,0,0
699,Adrián Rodríguez,adrian-rodriguez,G,Deportivo Alavés,deportivo-alaves,0,20,0,0,0,0,0,0,0,0,0,0,0,0
700,Adria Miquel Bosch Sanchis,adria-miquel-bosch-sanchis,D,Granada,granada,0,20,0,0,0,0,0,0,0,0,0,0,0,0
701,Marco Camús,marco-camus,M,Valencia,valencia,0,19,0,0,0,0,0,0,0,0,0,0,0,0
702,Rafael Romero,rafael-romero,G,Sevilla,sevilla,0,19,0,0,0,0,0,0,0,0,0,0,0,0
703,Reinildo Mandava,reinildo-mandava,D,Atlético Madrid,atletico-madrid,35,19,16,1,1,2,1,0,0,2,0,0,0,5
704,Jordi Martín,jordi-martin,M,Getafe,getafe,15,19,14,0,0,2,1,0,0,0,0,0,0,0
705,Nobel Mendy,mendy-nobel,D,Real Betis,real-betis,0,18,0,0,0,0,0,0,0,0,0,0,0,0
706,Ángel Alarcón,angel-alarcon,F,Barcelona,barcelona,0,18,0,0,0,0,0,0,0,0,0,0,0,0
707,Héctor Fort,hector-fort,D,Barcelona,barcelona,0,18,0,0,0,0,0,0,0,0,0,0,0,0
708,Javi Domínguez,javi-dominguez,D,Celta Vigo,celta-vigo,0,18,0,0,0,0,0,0,0,0,0,0,0,0
709,Coke Carrillo,coke-carrillo,G,Celta Vigo,celta-vigo,0,18,0,0,0,0,0,0,0,0,0,0,0,0
710,Bryan Fiabema,bryan-fiabema,F,Real Sociedad,real-sociedad,0,18,0,0,0,0,0,0,0,0,0,0,0,0
711,Ali Fadal,ali-fadal,M,Valencia,valencia,0,18,0,0,0,0,0,0,0,0,0,0,0,0
712,Ruben Iranzo Lendinez,ruben-iranzo-lendinez,D,Valencia,valencia,0,18,0,0,0,0,0,0,0,0,0,0,0,0
713,Vinícius Tobías,vinicius-tobias,D,Real Madrid,real-madrid,0,18,0,0,0,0,0,0,0,0,0,0,0,0
714,Fran Gonzalez,gonzalez-fran,G,Real Madrid,real-madrid,0,18,0,0,0,0,0,0,0,0,0,0,0,0
715,Xavi Sintes,xavi-sintes,M,Sevilla,sevilla,0,18,0,0,0,0,0,0,0,0,0,0,0,0
716,Alberto Collado,alberto-collado,M,Sevilla,sevilla,0,18,0,0,0,0,0,0,0,0,0,0,0,0
717,Oso,oso,M,Sevilla,sevilla,0,18,0,0,0,0,0,0,0,0,0,0,0,0
718,Rayane Belaid Khellil,rayane-belaid-khellil,M,Atlético Madrid,atletico-madrid,0,18,0,0,0,0,0,0,0,0,0,0,0,0
719,Aitor Gismera,aitor-gismera,M,Atlético Madrid,atletico-madrid,0,18,0,0,0,0,0,0,0,0,0,0,0,0
720,Selu Diallo,selu-diallo,M,Deportivo Alavés,deportivo-alaves,0,18,0,0,0,0,0,0,0,0,0,0,0,0
721,Alex Almansa,alex-almansa,F,Girona FC,girona-fc,0,18,0,0,0,0,0,0,0,0,0,0,0,0
722,Juan Arango,juan-arango,M,Girona FC,girona-fc,0,18,0,0,0,0,0,0,0,0,0,0,0,0
723,Mikel Jauregizar,mikel-jauregizar,M,Athletic Bilbao B,athletic-bilbao-b,3,17,3,0,0,0,0,0,0,0,0,0,0,0
724,Mario de Luis,mario-de-luis,G,Real Madrid,real-madrid,0,17,0,0,0,0,0,0,0,0,0,0,0,0
725,Joel Roca,joel-roca,F,Girona FC,girona-fc,0,17,0,0,0,0,0,0,0,0,0,0,0,0
726,Fran Árbol,fran-arbol,G,Granada,granada,0,17,0,0,0,0,0,0,0,0,0,0,0,0
727,Johnny,johnny,M,Real Betis,real-betis,35,16,22,1,2,3,3,0,0,2,0,0,0,2
728,Pablo Busto,pablo-busto,D,Real Betis,real-betis,2,16,2,0,0,0,0,0,0,0,0,0,0,0
729,German Garcia Fernandez,german-garcia-fernandez,G,Real Betis,real-betis,0,16,0,0,0,0,0,0,0,0,0,0,0,0
730,Guilherme Sousa Carvalho Fernandes,carvalho-fernandes-guilherme-sousa,G,Real Betis,real-betis,0,16,0,0,0,0,0,0,0,0,0,0,0,0
731,Vitor Roque,vitor-roque,F,Barcelona,barcelona,17,16,13,2,0,1,1,1,0,1,0,0,0,0
732,Pau Prim,prim-pau,M,Barcelona,barcelona,0,16,0,0,0,0,0,0,0,0,0,0,0,0
733,Hector Fort,fort-hector,D,Barcelona Atlètic,barcelona-atletic,18,16,7,0,1,2,0,0,0,0,0,0,0,0
734,Pau Cubarsi,cubarsi-pau,D,Barcelona,barcelona,0,16,0,0,0,0,0,0,0,0,0,0,0,0
735,Ander Astralaga,ander-astralaga,G,Barcelona,barcelona,0,16,0,0,0,0,0,0,0,0,0,0,0,0
736,Aaron Yaakobisvili,yaakobisvili-aaron,G,Barcelona,barcelona,0,16,0,0,0,0,0,0,0,0,0,0,0,0
737,Eric Bailly,eric-bailly,D,Villarreal,villarreal,4,16,15,0,0,0,4,0,1,5,0,0,0,0
738,Max Svensson,max-svensson,F,Osasuna,osasuna,0,16,0,0,0,0,0,0,0,0,0,0,0,0
739,Raul,raul,F,Osasuna,osasuna,0,16,0,0,0,0,0,0,0,0,0,0,0,0
740,Dimitrios Stamatakis,stamatakis-dimitrios,G,Osasuna,osasuna,0,16,0,0,0,0,0,0,0,0,0,0,0,0
741,Pablo Valencia,valencia-pablo,G,Osasuna,osasuna,0,16,0,0,0,0,0,0,0,0,0,0,0,0
742,Jailson,jailson,M,Celta Vigo,celta-vigo,19,16,16,0,1,1,1,0,0,4,0,0,0,0
743,Javier Rodrguez Galiano,rodrguez-galiano-javier,D,Celta Vigo,celta-vigo,0,16,0,0,0,0,0,0,0,0,0,0,0,0
744,Raul Garcia Gonzalez,gonzalez-raul-garcia,G,Celta Vigo,celta-vigo,0,16,0,0,0,0,0,0,0,0,0,0,0,0
745,Alex Lebarbier,lebarbier-alex,M,Real Sociedad,real-sociedad,0,16,0,0,0,0,0,0,0,0,0,0,0,0
746,Jon Gorrotxategi,gorrotxategi-jon,M,Real Sociedad,real-sociedad,0,16,0,0,0,0,0,0,0,0,0,0,0,0
747,Jon Martin Vicente,vicente-jon-martin,D,Real Sociedad,real-sociedad,0,16,0,0,0,0,0,0,0,0,0,0,0,0
748,Eneko Astigarraga,astigarraga-eneko,D,Real Sociedad,real-sociedad,0,16,0,0,0,0,0,0,0,0,0,0,0,0
749,Jon Mikel Aramburu Mejias,aramburu-mejias-jon-mikel,D,Real Sociedad,real-sociedad,0,16,0,0,0,0,0,0,0,0,0,0,0,0
750,Aingeru Olabarrieta,olabarrieta-aingeru,F,Athletic Club,athletic-club,0,16,0,0,0,0,0,0,0,0,0,0,0,0
751,Hugo Rincon Lumbreras,rincon-lumbreras-hugo,D,Athletic Club,athletic-club,0,16,0,0,0,0,0,0,0,0,0,0,0,0
752,Alex Padilla,padilla-alex,G,Athletic Bilbao B,athletic-bilbao-b,0,16,0,0,0,0,0,0,0,0,0,0,0,0
753,Amath Diedhiou,amath-diedhiou,F,Mallorca,mallorca,0,16,0,0,0,0,0,0,0,0,0,0,0,0
754,Daniel Andres Luna Garcia,daniel-andres-luna-garcia,M,Mallorca,mallorca,0,16,0,0,0,0,0,0,0,0,0,0,0,0
755,Brian Cufré,brian-cufre,D,Mallorca,mallorca,0,16,0,0,0,0,0,0,0,0,0,0,0,0
756,Carles Sogorb Oliver,sogorb-oliver-carles,D,Mallorca,mallorca,0,16,0,0,0,0,0,0,0,0,0,0,0,0
757,Jose Luis Perez del Amo,perez-del-amo-jose-luis,F,Valencia,valencia,0,16,0,0,0,0,0,0,0,0,0,0,0,0
758,Ali Fadal,fadal-ali,M,Valencia,valencia,0,16,0,0,0,0,0,0,0,0,0,0,0,0
759,David Otorbi,otorbi-david,M,Valencia,valencia,0,16,0,0,0,0,0,0,0,0,0,0,0,0
760,Mario Dominguez Franco,dominguez-franco-mario,M,Valencia,valencia,0,16,0,0,0,0,0,0,0,0,0,0,0,0
761,Martin Tejon Fauli,tejon-fauli-martin,M,Valencia,valencia,0,16,0,0,0,0,0,0,0,0,0,0,0,0
762,Javier Navarro Girona,navarro-girona-javier,M,Valencia,valencia,0,16,0,0,0,0,0,0,0,0,0,0,0,0
763,Álvaro Rodríguez,alvaro-rodriguez,F,Real Madrid,real-madrid,1,16,1,0,0,0,0,0,0,0,0,0,0,0
764,Mario Martin,martin-mario,M,Real Madrid,real-madrid,0,16,0,0,0,0,0,0,0,0,0,0,0,0
765,Álvaro Carrillo,alvaro-carrillo,F,Real Madrid,real-madrid,0,16,0,0,0,0,0,0,0,0,0,0,0,0
766,Rafael Obrador,rafael-obrador,D,Real Madrid,real-madrid,0,16,0,0,0,0,0,0,0,0,0,0,0,0
767,Marvelous Antolin Garzon,garzon-marvelous-antolin,D,Real Madrid,real-madrid,0,16,0,0,0,0,0,0,0,0,0,0,0,0
768,Edgar Climent Pujol Portorreal,pujol-portorreal-edgar-climent,D,Real Madrid,real-madrid,0,16,0,0,0,0,0,0,0,0,0,0,0,0
769,Ibrahima Sow,ibrahima-sow,F,Sevilla U19,sevilla-u19,0,16,0,0,0,0,0,0,0,0,0,0,0,0
770,Isra Dominguez,dominguez-isra,F,Sevilla,sevilla,0,16,0,0,0,0,0,0,0,0,0,0,0,0
771,Alberto Collado,collado-alberto,M,Sevilla,sevilla,0,16,0,0,0,0,0,0,0,0,0,0,0,0
772,Miguel Jimenez Capitas,jimenez-capitas-miguel,M,Sevilla,sevilla,0,16,0,0,0,0,0,0,0,0,0,0,0,0
773,Luis Dasilva Rodriguez,dasilva-rodriguez-luis,M,Sevilla,sevilla,0,16,0,0,0,0,0,0,0,0,0,0,0,0
774,Alex Calatrava,calatrava-alex,F,Atlético Madrid,atletico-madrid,0,16,0,0,0,0,0,0,0,0,0,0,0,0
775,Salim El Jebari,salim-el-jebari,M,Atlético Madrid,atletico-madrid,1,16,1,0,0,0,0,0,0,0,0,0,0,0
776,Marcos Paulo,marcos-paulo,M,Atlético Madrid,atletico-madrid,0,16,0,0,0,0,0,0,0,0,0,0,0,0
777,Ilias Kostis,ilias-kostis,D,Atlético Madrid,atletico-madrid,0,16,0,0,0,0,0,0,0,0,0,0,0,0
778,Javier Boñar,javier-bonar,D,Atlético Madrid,atletico-madrid,0,16,0,0,0,0,0,0,0,0,0,0,0,0
779,Rayane Belid,belid-rayane,D,Atlético Madrid,atletico-madrid,0,16,0,0,0,0,0,0,0,0,0,0,0,0
780,Alejandro Iturbe,iturbe-alejandro,G,Atlético Madrid,atletico-madrid,0,16,0,0,0,0,0,0,0,0,0,0,0,0
781,Sergio Mestre,sergio-mestre,G,Atlético Madrid,atletico-madrid,0,16,0,0,0,0,0,0,0,0,0,0,0,0
782,Rachad Fettal,fettal-rachad,F,Almería,almeria,0,16,0,0,0,0,0,0,0,0,0,0,0,0
783,Martin Svidersky,martin-svidersky,M,Almería,almeria,0,16,0,0,0,0,0,0,0,0,0,0,0,0
784,Carlos Ballestero Garcia,ballestero-garcia-carlos,D,Almería,almeria,0,16,0,0,0,0,0,0,0,0,0,0,0,0
785,Bruno Iribarne,iribarne-bruno,G,Almería,almeria,0,16,0,0,0,0,0,0,0,0,0,0,0,0
786,Jordi,jordi,M,Getafe,getafe,0,16,0,0,0,0,0,0,0,0,0,0,0,0
787,J Patrick,patrick-j,M,Getafe,getafe,0,16,0,0,0,0,0,0,0,0,0,0,0,0
788,Facundo Esnaider  Ruiz,esnaider-ruiz-facundo,M,Getafe,getafe,0,16,0,0,0,0,0,0,0,0,0,0,0,0
789,Jorge Benito de Valle Martin,benito-de-valle-martin-jorge,G,Getafe,getafe,0,16,0,0,0,0,0,0,0,0,0,0,0,0
790,Giorgi Gagua,gagua-giorgi,F,Deportivo Alavés,deportivo-alaves,0,16,0,0,0,0,0,0,0,0,0,0,0,0
791,Carlos Vicente,vicente-carlos,M,Deportivo Alavés,deportivo-alaves,31,16,20,0,2,3,1,0,0,3,0,0,0,3
792,Rafael Marin Zamora,rafael-marin-zamora,D,Deportivo Alavés,deportivo-alaves,0,16,0,0,0,0,0,0,0,0,0,0,0,0
793,Ruben Montero,montero-ruben,G,Deportivo Alavés,deportivo-alaves,0,16,0,0,0,0,0,0,0,0,0,0,0,0
794,Jose Antonio de la Rosa,de-la-rosa-jose-antonio,F,Cádiz,cadiz,0,16,0,0,0,0,0,0,0,0,0,0,0,0
795,Aristide Njalla,njalla-aristide,F,Cádiz,cadiz,0,16,0,0,0,0,0,0,0,0,0,0,0,0
796,Moussa Diakité,moussa-diakite,M,Cádiz,cadiz,0,16,0,0,0,0,0,0,0,0,0,0,0,0
797,Adrian Salguero Cid,salguero-cid-adrian,D,Cádiz,cadiz,0,16,0,0,0,0,0,0,0,0,0,0,0,0
798,Pau Ferrer Besalduch,ferrer-besalduch-pau,F,Las Palmas,las-palmas,0,16,0,0,0,0,0,0,0,0,0,0,0,0
799,Deo Gracias Maurile Gloire Bassinga,bassinga-deo-gracias-maurile-gloire,F,Las Palmas,las-palmas,0,16,0,0,0,0,0,0,0,0,0,0,0,0
800,Gustavo Yadam Santana Hernandez,santana-hernandez-gustavo-yadam,M,Las Palmas,las-palmas,0,16,0,0,0,0,0,0,0,0,0,0,0,0
801,Inaki,inaki,M,Las Palmas,las-palmas,0,16,0,0,0,0,0,0,0,0,0,0,0,0
802,Gabriel Palmero,gabriel-palmero,D,Las Palmas,las-palmas,0,16,0,0,0,0,0,0,0,0,0,0,0,0
803,Iker Almena,almena-iker,F,Girona FC,girona-fc,0,16,0,0,0,0,0,0,0,0,0,0,0,0
804,Joel Roca Casals,joel-roca-casals,F,Girona FC,girona-fc,0,16,0,0,0,0,0,0,0,0,0,0,0,0
805,Alex Almansa,almansa-alex,F,Girona FC,girona-fc,0,16,0,0,0,0,0,0,0,0,0,0,0,0
806,Juan Arango,arango-juan,F,Girona FC,girona-fc,0,16,0,0,0,0,0,0,0,0,0,0,0,0
807,Jastin Garca,garca-jastin,F,Girona FC,girona-fc,0,16,0,0,0,0,0,0,0,0,0,0,0,0
808,Enric Garcia,garcia-enric,M,Girona FC,girona-fc,0,16,0,0,0,0,0,0,0,0,0,0,0,0
809,Antal Yaakobishvili,yaakobishvili-antal,D,Girona FC,girona-fc,6,16,2,0,0,1,0,0,0,0,0,0,0,0
810,Matías Arezo,matias-arezo,F,Granada,granada,12,16,13,0,0,0,1,0,0,1,0,0,0,0
811,Mario Gonzalez Bravo,gonzalez-bravo-mario,M,Granada,granada,0,16,0,0,0,0,0,0,0,0,0,0,0,0
812,Bruno Méndez,bruno-mendez,D,Granada,granada,55,16,27,1,0,6,3,0,0,2,0,0,0,3
813,Augusto Batalla,augusto-batalla,G,Granada,granada,65,16,32,0,0,5,3,0,0,5,0,12,0,9
814,Adri López,adri-lopez,G,Granada,granada,0,16,0,0,0,0,0,0,0,0,0,0,0,0
815,Fran Arbol,arbol-fran,G,Granada,granada,0,16,0,0,0,0,0,0,0,0,0,0,0,0
816,Iker Muñoz,iker-munoz,M,Osasuna,osasuna,36,14,19,3,0,3,1,0,0,3,0,0,0,0
817,Hannibal Mejbri,hannibal-mejbri,M,Sevilla,sevilla,2,14,4,0,0,0,2,0,0,0,0,0,0,0
818,Lucien Agoumé,lucien-agoume,M,Sevilla,sevilla,8,14,9,0,0,0,1,0,0,0,0,0,0,0
819,Ilaix Moriba,ilaix-moriba,M,Getafe,getafe,24,14,16,0,2,1,3,0,0,2,0,0,0,4
820,Yellu Santiago,yellu-santiago,M,Getafe,getafe,23,14,16,1,0,3,3,0,0,0,0,0,0,2
821,Martin Hongla,martin-hongla,M,Granada,granada,15,14,15,0,0,0,0,0,0,4,0,0,0,0
822,Kamil Piątkowski,kamil-piatkowski,D,Granada,granada,4,14,10,0,0,0,1,1,0,2,0,0,0,0
823,Javier Manquillo,javier-manquillo,D,Celta Vigo,celta-vigo,21,13,14,0,1,2,2,0,0,2,0,0,0,0
824,Sheraldo Becker,sheraldo-becker,F,Real Sociedad,real-sociedad,25,13,12,1,2,1,0,0,0,0,0,0,0,3
825,Iñaki Rupérez Urtasun,inaki-ruperez-urtasun,D,Real Sociedad,real-sociedad,0,13,0,0,0,0,0,0,0,0,0,0,0,0
