,Name,Slug,Position,Team,Team Slug,Pts,GWs,Mins Pts,G,A,CS,YC,RC,OG,2GC,PenMiss,Saves Pts,PenSave,Bonus
826,Luka Romero,luka-romero,M,Almería,almeria,23,13,10,2,0,1,1,0,0,1,0,0,0,3
827,Aleksandar Radovanović,aleksandar-radovanovic,D,Almería,almeria,13,13,12,0,0,1,2,0,0,3,0,0,0,2
828,Djordjije Medenica,djordjije-medenica,G,Getafe,getafe,0,13,0,0,0,0,0,0,0,0,0,0,0,0
829,Etta Eyong,etta-eyong,M,Cádiz,cadiz,1,13,1,0,0,0,0,0,0,0,0,0,0,0
830,Ricard Artero,ricard-artero,M,Girona FC,girona-fc,0,13,0,0,0,0,0,0,0,0,0,0,0,0
831,Lassina Sangare,lassina-sangare,M,Granada,granada,0,13,0,0,0,0,0,0,0,0,0,0,0,0
832,Pablo Sáenz,pablo-saenz,,Granada,granada,0,13,0,0,0,0,0,0,0,0,0,0,0,0
833,Cédric Bakambu,cedric-bakambu,F,Real Betis,real-betis,4,12,5,0,0,0,1,0,0,0,0,0,0,0
834,Pablo Fornals,pablo-fornals,M,Real Betis,real-betis,39,12,21,1,2,2,2,0,0,4,0,0,0,7
835,Xavier Pleguezuelo,xavier-pleguezuelo,D,Real Betis,real-betis,0,12,0,0,0,0,0,0,0,0,0,0,0,0
836,Miguel Crespo,miguel-crespo,M,Rayo Vallecano,rayo-vallecano,9,12,12,0,0,0,3,0,0,1,0,0,0,0
837,Bertrand Traoré,bertrand-traore,M,Villarreal,villarreal,13,12,11,0,0,2,1,0,0,1,0,0,0,1
838,Gonçalo Guedes,goncalo-guedes,F,Villarreal,villarreal,30,12,16,2,2,2,0,0,0,1,0,0,0,0
839,Yerson Mosquera,yerson-mosquera,D,Villarreal,villarreal,33,12,20,1,0,2,3,0,0,1,0,0,0,3
840,Tadeo Allende,tadeo-allende,M,Celta Vigo,celta-vigo,14,12,9,1,0,0,1,0,0,1,0,0,0,1
841,Javier Dominguez Arribas,javier-dominguez-arribas,D,Celta Vigo,celta-vigo,0,12,0,0,0,0,0,0,0,0,0,0,0,0
842,Joel Lopez,joel-lopez,D,Celta Vigo,celta-vigo,0,12,0,0,0,0,0,0,0,0,0,0,0,0
843,Inaki Ruperez,ruperez-inaki,D,Real Sociedad,real-sociedad,0,12,0,0,0,0,0,0,0,0,0,0,0,0
844,Nemanja Radonjić,nemanja-radonjic,M,Mallorca,mallorca,15,12,10,0,0,2,0,0,0,0,0,0,0,3
845,Alex Quevedo,quevedo-alex,G,Mallorca,mallorca,0,12,0,0,0,0,0,0,0,0,0,0,0,0
846,Peter González,peter-gonzalez,F,Valencia,valencia,10,12,11,0,0,1,1,0,0,2,0,0,0,0
847,Alejo Véliz,alejo-veliz,F,Sevilla,sevilla,3,12,3,0,0,0,0,0,0,0,0,0,0,0
848,Arthur Vermeeren,arthur-vermeeren,M,Atlético Madrid,atletico-madrid,2,12,3,0,0,0,1,0,0,0,0,0,0,0
849,Horațiu Moldovan,horatiu-moldovan,G,Atlético Madrid,atletico-madrid,0,12,0,0,0,0,0,0,0,0,0,0,0,0
850,Bruno Langa,bruno-langa,D,Almería,almeria,11,12,14,0,0,1,1,1,0,3,0,0,0,0
851,Jesus Santiago Perez,santiago-perez-jesus,M,Getafe,getafe,0,12,0,0,0,0,0,0,0,0,0,0,0,0
852,Diadié Samassékou,diadie-samassekou,M,Cádiz,cadiz,3,12,3,0,0,0,0,0,0,0,0,0,0,0
853,Aiham Ousou,aiham-ousou,D,Cádiz,cadiz,12,12,11,0,0,1,0,0,0,3,0,0,0,0
854,Eghosa Augustine Bello,bello-eghosa-augustine,F,Granada,granada,0,12,0,0,0,0,0,0,0,0,0,0,0,0
855,Facundo Pellistri,facundo-pellistri,M,Granada,granada,36,12,18,2,1,3,0,0,0,4,0,0,0,2
856,Kamil Jóźwiak,kamil-jozwiak,M,Granada,granada,19,12,13,0,1,3,2,0,0,1,0,0,0,2
857,Faitout Maouassa,faitout-maouassa,M,Granada,granada,9,12,6,0,1,0,0,0,0,1,0,0,0,0
858,Theo Corbeanu,theo-corbeanu,M,Granada,granada,11,12,7,1,0,0,1,0,0,0,0,0,0,0
859,Marc Martínez,marc-martinez,G,Granada,granada,0,12,0,0,0,0,0,0,0,0,0,0,0,0
860,Jon Aramburu,jon-aramburu,M,Real Sociedad B,real-sociedad-b,8,11,7,0,0,1,0,0,0,2,0,0,0,0
861,Adama Boiro,adama-boiro,F,Athletic Club,athletic-club,0,11,0,0,0,0,0,0,0,0,0,0,0,0
862,Joaquin Panichelli,panichelli-joaquin,F,Deportivo Alavés,deportivo-alaves,6,11,6,0,0,0,0,0,0,1,0,0,0,0
863,Iñaki González,inaki-gonzalez,M,Las Palmas,las-palmas,0,11,0,0,0,0,0,0,0,0,0,0,0,0
864,Alejandro Herranz,alejandro-herranz,D,Getafe,getafe,0,10,0,0,0,0,0,0,0,0,0,0,0,0
865,Álvaro Killane,alvaro-killane,G,Las Palmas,las-palmas,0,10,0,0,0,0,0,0,0,0,0,0,0,0
866,José Campaña,jose-campana,M,Las Palmas,las-palmas,5,9,5,0,0,0,0,0,0,0,0,0,0,0
867,Iñigo Arguibide,inigo-arguibide,F,Osasuna,osasuna,1,8,1,0,0,0,0,0,0,0,0,0,0,0
868,Hugo Rincón,hugo-rincon,D,Athletic Club,athletic-club,0,8,0,0,0,0,0,0,0,0,0,0,0,0
869,Daniel Budesca,daniel-budesca,D,Villarreal,villarreal,0,7,0,0,0,0,0,0,0,0,0,0,0,0
870,Javier Sola,sola-javier,F,Osasuna,osasuna,0,7,0,0,0,0,0,0,0,0,0,0,0,0
871,Hugo Álvarez,hugo-alvarez,M,Celta Vigo B,celta-vigo-b,14,7,11,0,0,1,1,0,0,1,0,0,0,3
872,Jon Magunazelaia,jon-magunazelaia,M,Real Sociedad B,real-sociedad-b,2,7,2,0,0,0,0,0,0,0,0,0,0,0
873,Sergio Gimeno,sergio-gimeno,D,Getafe,getafe,0,7,0,0,0,0,0,0,0,0,0,0,0,0
874,Mikayil Ngor Faye,mikayil-ngor-faye,D,Barcelona,barcelona,0,4,0,0,0,0,0,0,0,0,0,0,0,0
875,Daniel Budesca,budesca-daniel,D,Villarreal,villarreal,0,4,0,0,0,0,0,0,0,0,0,0,0,0
876,Asier Osambela,osambela-asier,M,Osasuna,osasuna,0,4,0,0,0,0,0,0,0,0,0,0,0,0
877,Alberto Risco,alberto-risco,M,Getafe,getafe,1,3,1,0,0,0,0,0,0,0,0,0,0,0
878,Abde Raihani,abde-raihani,F,Atlético Madrid,atletico-madrid,1,2,1,0,0,0,0,0,0,0,0,0,0,0
879,Carles Garrido,carles-garrido,F,Girona FC,girona-fc,0,2,0,0,0,0,0,0,0,0,0,0,0,0
880,Álex Forés,alex-fores,F,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
881,Stefan Leković,stefan-lekovic,D,Villarreal,villarreal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
882,Pedro Alemañ Serna,pedro-aleman-serna,M,Valencia,valencia,0,1,0,0,0,0,0,0,0,0,0,0,0,0
883,Stanis Idumbo Muzambo,stanis-idumbo-muzambo,M,Sevilla,sevilla,0,1,0,0,0,0,0,0,0,0,0,0,0,0
884,Yassin Tallal,tallal-yassin,F,Getafe,getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
885,Diego Lopez de Haro Repullo,lopez-de-haro-repullo-diego,M,Getafe,getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
886,Carles Garrido Biosca,garrido-biosca-carles,F,Girona FC,girona-fc,0,1,0,0,0,0,0,0,0,0,0,0,0,0
