,Name,Position,Team,Pts,GWs,Mins Pts,G,A,CS,YC,RC,OG,PenMiss,Saves Pts,PenSave,Bonus,2GC
597,Juan Cruz Betis,MID,Real Betis,8,38,3,1,0,0,0,0,0,0,0,0,0,0
598,Cenk Ozkacar,DEF,Valencia,40,38,28,0,0,4,1,0,0,0,0,0,2,5
599,Abdul Mumin,DEF,Rayo Vallecano,20,38,22,0,0,1,2,0,0,0,0,0,0,4
600,Pablo Barrios,MID,Atletico Madrid,25,38,24,0,1,2,4,0,0,0,0,0,0,0
601,Omar Alderete,DEF,Getafe,69,38,44,1,1,6,8,0,0,0,0,0,7,7
602,Tino Kadewere,FWD,Real Mallorca,20,38,17,1,0,1,1,0,0,0,0,0,0,0
603,Lautaro Blanco,DEF,Elche,40,38,25,0,2,3,2,0,0,0,0,0,1,2
604,Luis Suarez,FWD,Almeria,60,38,36,4,4,0,4,1,0,0,0,0,3,0
605,Loic Bade,DEF,Sevilla,66,38,35,1,0,7,4,0,0,0,0,0,6,5
606,Diego Moreno,DEF,Osasuna,23,38,17,0,0,2,1,0,0,0,0,0,0,1
607,Cesar Montes,DEF,Espanyol,43,38,36,3,0,2,6,0,0,0,0,0,1,14
608,Abner Vinicius,DEF,Real Betis,17,38,18,0,0,1,2,0,0,0,0,0,0,3
609,David Torres,DEF,Real Valladolid,4,38,7,0,0,0,1,0,0,0,0,0,0,2
610,Darwin Machis,FWD,Real Valladolid,21,38,16,0,1,3,1,0,0,0,0,0,3,0
611,Cyle Larin,FWD,Real Valladolid,78,38,35,8,3,0,4,0,0,0,0,0,6,0
612,Gonzalo Escalante,MID,Cadiz,59,38,26,4,1,5,4,0,0,0,0,0,9,0
613,Ronael Pierre-Gabriel,DEF,Espanyol,12,38,9,1,0,0,0,1,0,0,0,0,2,2
614,Ayoze Perez,MID,Real Betis,63,38,36,3,1,4,3,0,0,0,0,0,8,0
615,Haris Seferovic,FWD,Celta Vigo,37,38,25,3,1,0,3,0,0,0,0,0,0,0
616,Pape Gueye,MID,Sevilla,44,38,29,1,3,4,2,3,0,0,0,0,8,0
617,Bryan Gil,FWD,Sevilla,36,38,24,2,2,3,4,0,0,0,0,0,2,0
618,Matt Doherty,DEF,Atletico Madrid,2,38,2,0,0,0,0,0,0,0,0,0,0,0
619,Ludwig Augustinsson,DEF,Real Mallorca,4,38,5,0,0,0,0,0,0,0,0,0,0,1
620,Martin Hongla,DEF,Real Valladolid,22,38,27,0,0,3,4,2,0,0,0,0,0,7
621,Viktor Tsygankov,MID,Girona,75,38,34,3,6,4,0,0,0,0,0,0,4,0
622,Jose Gragera,MID,Espanyol,17,38,12,1,0,2,2,0,0,0,0,0,0,0
623,Alvaro Rodriguez,FWD,Real Madrid,8,38,4,1,0,0,0,0,0,0,0,0,0,0
