,Name,Position,Team,Pts,GWs,Mins Pts,G,A,CS,YC,RC,OG,PenMiss,Saves Pts,PenSave,Bonus,2GC
44,Nahuel Molina,MID,Atletico Madrid,3,1,2,0,0,1,0,0,0,0,0,0,0,0
45,Thomas Lemar,MID,Atletico Madrid,3,1,2,0,0,1,0,0,0,0,0,0,0,0
46,Koke,MID,Atletico Madrid,3,1,2,0,0,1,0,0,0,0,0,0,0,0
47,Axel Witsel,MID,Atletico Madrid,0,1,1,0,0,0,1,0,0,0,0,0,0,0
48,Marcos Llorente,MID,Atletico Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,Yannick Carrasco,MID,Atletico Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
50,Saul Niguez,MID,Atletico Madrid,0,1,1,0,0,0,1,0,0,0,0,0,0,0
51,Rodrigo De Paul,MID,Atletico Madrid,3,1,2,0,0,1,0,0,0,0,0,0,0,0
52,Carlos Martin,FWD,Atletico Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
53,Marcos Paulo,FWD,Atletico Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
54,Matheus Cunha,FWD,Atletico Madrid,0,1,0,0,0,0,0,0,0,0,0,0,0,0
55,Angel Correa,FWD,Atletico Madrid,1,1,1,0,0,0,0,0,0,0,0,0,0,0
56,Alvaro Morata,FWD,Atletico Madrid,4,1,2,0,1,0,1,0,0,0,0,0,0,0
57,Joao Felix,FWD,Atletico Madrid,1,1,1,0,0,0,0,0,0,0,0,0,0,0
58,Antoine Griezmann,FWD,Atletico Madrid,6,1,2,1,0,0,0,0,0,0,0,0,0,0
59,Aitor Fernandez,GK,Osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,Sergio Herrera,GK,Osasuna,2,1,2,0,0,0,1,0,0,0,2,0,0,1
61,Jorge Herrando,DEF,Osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,Jesus Areso,DEF,Osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
63,Juan Cruz,DEF,Osasuna,1,1,3,0,0,0,1,0,0,0,0,0,0,1
64,Unai Garcia,DEF,Osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
65,Ruben Pena,DEF,Osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,Aridane Hernandez,DEF,Osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
67,Nacho Vidal,DEF,Osasuna,1,1,2,0,0,0,0,0,0,0,0,0,0,1
68,Manuel Sanchez,DEF,Osasuna,1,1,1,0,0,0,0,0,0,0,0,0,0,0
69,David Garcia,DEF,Osasuna,1,1,2,0,0,0,0,0,0,0,0,0,0,1
70,Iker Benito,MID,Osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,Aimar Oroz,MID,Osasuna,0,1,1,0,0,0,1,0,0,0,0,0,0,0
72,Robert Ibanez,MID,Osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,Javi Martinez,MID,Osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
74,Darko Brasanac,MID,Osasuna,1,1,2,0,0,0,1,0,0,0,0,0,0,0
75,Roberto Torres,MID,Osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,Kike Saverio,MID,Osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,Lucas Torro,MID,Osasuna,2,1,2,0,0,0,0,0,0,0,0,0,0,0
78,Jon Moncayola,MID,Osasuna,2,1,2,0,0,0,0,0,0,0,0,0,0,0
79,Moi Gomez,MID,Osasuna,2,1,2,0,0,0,0,0,0,0,0,0,0,0
80,Ruben Garcia,MID,Osasuna,0,1,1,0,0,0,1,0,0,0,0,0,0,0
81,Barbero,FWD,Osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82,Kike Barja,FWD,Osasuna,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,Kike Garcia,FWD,Osasuna,1,1,2,0,0,0,1,0,0,0,0,0,0,0
84,Chimy,FWD,Osasuna,2,1,2,0,0,0,0,0,0,0,0,0,0,0
85,Ante Budimir,FWD,Osasuna,1,1,1,0,0,0,0,0,0,0,0,0,0,0
86,David Gil,GK,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
87,Jeremias Ledesma,GK,Cadiz,5,1,2,0,0,0,0,0,0,0,1,0,2,0
88,Mamadou Mbaye,DEF,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
89,Karl Eyong,DEF,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
90,Juan Cala,DEF,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
91,Isaac Carcelen,DEF,Cadiz,2,1,2,0,0,0,0,0,0,0,0,0,0,0
92,Luis Hernandez,DEF,Cadiz,2,1,2,0,0,0,0,0,0,0,0,0,0,0
93,Joseba Zaldua,DEF,Cadiz,1,1,1,0,0,0,0,0,0,0,0,0,0,0
94,Fali,DEF,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95,Santiago Arzamendia,DEF,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96,Alfonso Espino,DEF,Cadiz,1,1,2,0,0,0,1,0,0,0,0,0,0,0
97,Victor Chust,DEF,Cadiz,2,1,2,0,0,0,0,0,0,0,0,0,0,0
98,Jon Garrido,MID,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99,Martin Calderon,MID,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,Jorge Pombo,MID,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,Jose Mari,MID,Cadiz,1,1,1,0,0,0,0,0,0,0,0,0,0,0
102,Alberto Perea,MID,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
103,Ivan Alejo,MID,Cadiz,2,1,2,0,0,0,0,0,0,0,0,0,0,0
104,Alex Fernandez,MID,Cadiz,9,1,2,1,0,0,0,0,0,0,0,0,2,0
105,Ruben Alcaraz,MID,Cadiz,1,1,2,0,0,0,1,0,0,0,0,0,0,0
106,Awer Mabil,MID,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,Tomas Alarcon,MID,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
108,Ivan Chapela,FWD,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,Mamady Diarra,FWD,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,Milutin Osmajic,FWD,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,Alvaro Gimenez,FWD,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
112,Ruben Sobrino,FWD,Cadiz,1,1,2,0,0,0,1,0,0,0,0,0,0,0
113,Anthony Lozano,FWD,Cadiz,1,1,1,0,0,0,0,0,0,0,0,0,0,0
114,Alvaro Negredo,FWD,Cadiz,4,1,1,0,1,0,0,0,0,0,0,0,0,0
115,Lucas Perez,FWD,Cadiz,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,Axel Werner,GK,Elche,0,1,0,0,0,0,0,0,0,0,0,0,0,0
117,Edgar Badia,GK,Elche,1,1,2,0,0,0,1,0,0,0,1,0,0,1
118,Josema,DEF,Elche,0,1,0,0,0,0,0,0,0,0,0,0,0,0
119,Diego Gonzalez,DEF,Elche,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,Pedro Bigas,DEF,Elche,1,1,1,0,0,0,0,0,0,0,0,0,0,0
121,Gonzalo Verdu,DEF,Elche,1,1,1,0,0,0,0,0,0,0,0,0,0,0
122,Carlos Clerc,DEF,Elche,4,1,2,0,1,0,0,0,0,0,0,0,0,1
123,Helibelton Palacios,DEF,Elche,0,1,2,0,0,0,1,0,0,0,0,0,0,1
124,Enzo Roco,DEF,Elche,1,1,2,0,0,0,0,0,0,0,0,0,0,1
125,Johan Mojica,DEF,Villareal,0,1,0,0,0,0,0,0,0,0,0,0,0,0
126,Victor Rodriguez,MID,Elche,0,1,0,0,0,0,0,0,0,0,0,0,0,0
127,Branislav Knezevic,MID,Elche,0,1,0,0,0,0,0,0,0,0,0,0,0,0
128,Josan,MID,Elche,1,1,1,0,0,0,0,0,0,0,0,0,0,1
129,Tete Morente,MID,Elche,1,1,2,0,0,0,1,0,0,0,0,0,0,0
130,Gerard Gumbau,MID,Elche,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,Raul Guti,MID,Elche,2,1,2,0,0,0,0,0,0,0,0,0,0,0
132,Omar Mascarell,MID,Elche,2,1,2,0,0,0,0,0,0,0,0,0,0,0
133,Fidel,MID,Elche,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134,Javier Pastore,MID,Elche,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,Mourad El Ghezouani,FWD,Elche,0,1,0,0,0,0,0,0,0,0,0,0,0,0
136,Pere Milla,FWD,Elche,12,1,2,2,0,0,1,0,0,0,0,0,3,0
137,Ezequiel Ponce,FWD,Elche,1,1,1,0,0,0,0,0,0,0,0,0,0,0
138,Roger Marti,FWD,Elche,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139,Lucas Boye,FWD,Elche,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140,Joan Garcia,GK,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,Benjamin Lecomte,GK,Espanyol,6,1,2,0,0,1,0,0,0,0,0,0,0,0
142,Wassim Keddari,DEF,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143,Fernando Calero,DEF,Espanyol,6,1,2,0,0,1,0,0,0,0,0,0,0,0
144,Brian Olivan,DEF,Espanyol,12,1,2,0,1,1,0,0,0,0,0,0,3,0
145,Oscar Gil,DEF,Espanyol,6,1,2,0,0,1,0,0,0,0,0,0,0,0
146,Sergi Gomez,DEF,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
147,Tonny Vilhena,DEF,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,Leandro Cabrera,DEF,Espanyol,6,1,2,0,0,1,0,0,0,0,0,0,0,0
149,Adria Pedrosa,DEF,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
150,Aleix Vidal,DEF,Espanyol,2,1,2,0,0,0,0,0,0,0,0,0,0,0
151,Daniel Villahermosa,MID,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152,Pol Lozano,MID,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
153,Nicolas Melamed,MID,Espanyol,1,1,1,0,0,0,0,0,0,0,0,0,0,0
154,Adrian Embarba,MID,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
155,Vinicius Souza,MID,Espanyol,4,1,2,0,0,0,1,0,0,0,0,0,3,0
156,Keidi Bare,MID,Espanyol,1,1,1,0,0,0,0,0,0,0,0,0,0,0
157,Sergi Darder,MID,Espanyol,5,1,2,0,0,0,0,0,0,0,0,0,3,0
158,Matias Vargas,MID,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
159,Javi Puado,MID,Espanyol,2,1,2,0,0,0,0,0,0,0,0,0,0,0
160,Jofre,FWD,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161,Kenneth Soler,FWD,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
162,Luca Koleosho,FWD,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,Juan Camilo Becerra,FWD,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164,Nabil Touaizi,FWD,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
165,Landry Dimata,FWD,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166,Joselu,FWD,Espanyol,6,1,2,1,0,0,0,0,0,0,0,0,0,0
167,Wu Lei,FWD,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,Raul De Tomas,FWD,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
169,Inaki Pena,GK,FC Barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170,Ter Stegen,GK,FC Barcelona,1,1,2,0,0,0,0,0,0,0,0,0,0,1
171,Alejandro Balde,DEF,FC Barcelona,1,1,2,0,0,0,0,0,0,0,0,0,0,1
172,Sergi Roberto,DEF,FC Barcelona,1,1,2,0,0,0,0,0,0,0,0,0,0,1
173,Andreas Christensen,DEF,FC Barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
174,Samuel Umtiti,DEF,FC Barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
175,Eric Garcia,DEF,FC Barcelona,1,1,2,0,0,0,0,0,0,0,0,0,0,1
176,Jules Kounde,DEF,FC Barcelona,1,1,2,0,0,0,0,0,0,0,0,0,0,1
177,Sergino Dest,DEF,FC Barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
178,Ronald Araujo,DEF,FC Barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
179,Jordi Alba,DEF,FC Barcelona,1,1,1,0,0,0,0,0,0,0,0,0,0,0
180,Gerard Pique,DEF,FC Barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
181,Pablo Torre,MID,FC Barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
182,Miralem Pjanic,MID,FC Barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
183,Franck Kessie,MID,FC Barcelona,0,1,1,0,0,0,1,0,0,0,0,0,0,0
184,Sergio Busquets,MID,FC Barcelona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
185,Gavi,MID,FC Barcelona,0,1,1,0,0,0,1,0,0,0,0,0,0,0
186,Raphinha,MID,FC Barcelona,5,1,2,0,0,0,0,0,0,0,0,0,3,0
187,Pedri,MID,FC Barcelona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
188,Frenkie De Jong,MID,FC Barcelona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
189,Martin Braithwaite,FWD,Espanyol,0,1,0,0,0,0,0,0,0,0,0,0,0,0
190,Ferran Torres,FWD,FC Barcelona,5,1,1,1,0,0,0,0,0,0,0,0,0,0
191,Memphis Depay,FWD,FC Barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192,Pierre-Emerick Aubameyang,FWD,FC Barcelona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,Ousmane Dembele,FWD,FC Barcelona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
194,Ansu Fati,FWD,FC Barcelona,1,1,1,0,0,0,0,0,0,0,0,0,0,0
195,Robert Lewandowski,FWD,FC Barcelona,5,1,2,0,1,0,0,0,0,0,0,0,0,0
196,Diego Conde,GK,Getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
197,David Soria,GK,Getafe,15,1,2,0,0,1,0,0,0,0,1,1,3,0
198,Gaston Alvarez,DEF,Getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
199,Juan Iglesias,DEF,Getafe,1,1,1,0,0,0,0,0,0,0,0,0,0,0
200,Amankwaa Akurugu,DEF,Getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201,Fabrizio Angileri,DEF,Getafe,0,1,1,0,0,0,1,0,0,0,0,0,0,0
202,Stefan Mitrovic,DEF,Getafe,5,1,2,0,0,1,1,0,0,0,0,0,0,0
203,Damian Suarez,DEF,Getafe,6,1,2,0,0,1,0,0,0,0,0,0,0,0
204,Domingos Duarte,DEF,Getafe,6,1,2,0,0,1,0,0,0,0,0,0,0,0
205,Djene,DEF,Getafe,6,1,2,0,0,1,0,0,0,0,0,0,0,0
206,Angel Algobia,MID,Getafe,0,1,1,0,0,0,1,0,0,0,0,0,0,0
207,Jaime Seoane,MID,Getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
208,Jakub Jankto,MID,Getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
209,Luis Milla,MID,Getafe,3,1,2,0,0,1,0,0,0,0,0,0,0,0
210,Portu,MID,Getafe,1,1,1,0,0,0,0,0,0,0,0,0,0,0
211,Mauro Arambarri,MID,Getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
212,Nemanja Maksimovic,MID,Getafe,1,1,1,0,0,0,0,0,0,0,0,0,0,0
213,Carles Alena,MID,Getafe,3,1,2,0,0,1,0,0,0,0,0,0,0,0
214,John Joe Patrick Finn,FWD,Getafe,0,1,0,0,0,0,0,0,0,0,0,0,0,0
215,Jaime Mata,FWD,Getafe,1,1,1,0,0,0,0,0,0,0,0,0,0,0
216,Borja Mayoral,FWD,Getafe,2,1,2,0,0,0,0,0,0,0,0,0,0,0
217,Enes Unal,FWD,Getafe,2,1,2,0,0,0,0,0,0,0,0,0,0,0
218,Juan Carlos,GK,Girona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
219,Biel Farres,DEF,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
220,Eric Monjonell,DEF,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
221,Juanpe,DEF,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222,Santiago Bueno,DEF,Girona,1,1,2,0,0,0,1,0,0,0,0,0,0,0
223,Arnau Martinez,DEF,Girona,1,1,2,0,0,0,1,0,0,0,0,0,0,0
224,Bernardo Espinos,DEF,Girona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
225,Miguel Gutierrez,DEF,Girona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
226,Ramon Terrats,MID,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
227,Ibrahim Kebe,MID,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
228,Ivan Martin,MID,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
229,Valery Fernandez,MID,Girona,1,1,1,0,0,0,0,0,0,0,0,0,0,0
230,Borja Garcia,MID,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231,David Lopez,MID,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
232,Aleix Garcia,MID,Girona,4,1,2,0,0,0,1,0,0,0,0,0,3,0
233,Rodrigo Riquelme,MID,Girona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
234,Yan Couto,MID,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
235,Yangel Herrera,MID,Girona,2,1,2,0,0,0,0,0,0,0,0,0,0,0
236,Joel Roca,FWD,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
237,Pau Victor,FWD,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
238,Oscar Urena,FWD,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
239,Samu Saiz,FWD,Girona,0,1,0,0,0,0,0,0,0,0,0,0,0,0
240,Christhian Stuani,FWD,Girona,6,1,1,1,0,0,1,0,0,0,0,0,2,0
241,Valentin Castellanos,FWD,Girona,1,1,2,0,0,0,1,0,0,0,0,0,0,0
242,Stole Dimitrievski,GK,Rayo Vallecano,9,1,2,0,0,1,0,0,0,0,1,0,2,0
243,Diego Lopez,GK,Rayo Vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
244,Mario Hernandez,DEF,Rayo Vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
245,Esteban Saveljich,DEF,Rayo Vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
246,Mario Suarez,DEF,Rayo Vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,Ivan Balliu,DEF,Rayo Vallecano,6,1,2,0,0,1,0,0,0,0,0,0,0,0
248,Florian Lejeune,DEF,Rayo Vallecano,6,1,2,0,0,1,0,0,0,0,0,0,0,0
249,Alejandro Catena,DEF,Rayo Vallecano,5,1,2,0,0,1,1,0,0,0,0,0,0,0
250,Fran Garcia,DEF,Rayo Vallecano,6,1,2,0,0,1,0,0,0,0,0,0,0,0
251,Ruben de Tomas,MID,Rayo Vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
252,Jose Pozo,MID,Rayo Vallecano,1,1,1,0,0,0,0,0,0,0,0,0,0,0
253,Salvi,MID,Rayo Vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
254,Oscar Valentin,MID,Rayo Vallecano,5,1,2,0,0,1,0,0,0,0,0,0,2,0
255,Unai Lopez,MID,Rayo Vallecano,1,1,1,0,0,0,0,0,0,0,0,0,0,0
256,Isi Palazon,MID,Rayo Vallecano,3,1,2,0,0,1,0,0,0,0,0,0,0,0
257,Bebe,MID,Rayo Vallecano,0,1,1,0,0,0,1,0,0,0,0,0,0,0
258,Santi Comesana,MID,Rayo Vallecano,3,1,2,0,0,1,0,0,0,0,0,0,0,0
259,Randy Nteka,MID,Rayo Vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,Ismaila Ciss,MID,Rayo Vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
261,Alvaro Garcia,MID,Rayo Vallecano,3,1,2,0,0,1,0,0,0,0,0,0,0,0
262,Oscar Trejo,MID,Rayo Vallecano,1,1,2,0,0,1,0,0,0,1,0,0,0,0
263,Sergio Moreno,FWD,Rayo Vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,Andres Martin,FWD,Rayo Vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
265,Lass Bangoura,FWD,Rayo Vallecano,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266,Sergio Camello,FWD,Rayo Vallecano,2,1,2,0,0,0,0,0,0,0,0,0,0,0
267,Radamel Falcao,FWD,Rayo Vallecano,1,1,1,0,0,0,0,0,0,0,0,0,0,0
268,Ivan Villar,GK,Celta Vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
269,Agustin Marchesin,GK,Celta Vigo,1,1,2,0,0,0,1,0,0,0,1,0,0,1
270,Carlos Dominguez,DEF,Celta Vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271,Kevin Vasquez,DEF,Celta Vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272,Hugo Mallo,DEF,Celta Vigo,0,1,2,0,0,0,1,0,0,0,0,0,0,1
273,Unai Nunez,DEF,Celta Vigo,1,1,2,0,0,0,0,0,0,0,0,0,0,1
274,Javi Galan,DEF,Celta Vigo,1,1,2,0,0,0,0,0,0,0,0,0,0,1
275,Joseph Aidoo,DEF,Celta Vigo,1,1,2,0,0,0,0,0,0,0,0,0,0,1
276,Oscar Mingueza,DEF,Celta Vigo,0,1,1,0,0,0,1,0,0,0,0,0,0,0
277,Gabriel Veiga,MID,Celta Vigo,2,1,2,0,0,0,0,0,0,0,0,0,0,0
278,Augusto Solari,MID,Celta Vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
279,Miguel Baeza,MID,Celta Vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,Luca De La Torre,MID,Celta Vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
281,Williot Swedberg,MID,Celta Vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
282,Fran Beltran,MID,Celta Vigo,2,1,2,0,0,0,0,0,0,0,0,0,0,0
283,Franco Cervi,MID,Celta Vigo,2,1,2,0,0,0,0,0,0,0,0,0,0,0
284,Oscar Rodriguez,MID,Celta Vigo,2,1,2,0,0,0,0,0,0,0,0,0,0,0
285,Denis Suarez,MID,Celta Vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
286,Renato Tapia,MID,Celta Vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
287,Goncalo Paciencia,FWD,Celta Vigo,-2,1,1,0,0,0,0,1,0,0,0,0,0,0
288,Santi Mina,FWD,Celta Vigo,0,1,0,0,0,0,0,0,0,0,0,0,0,0
289,Carles Perez,FWD,Celta Vigo,0,1,1,0,0,0,1,0,0,0,0,0,0,0
290,Iago Aspas,FWD,Celta Vigo,9,1,2,1,0,0,0,0,0,0,0,0,3,0
291,Predrag Rajkovic,GK,Mallorca,2,1,2,0,0,0,0,0,0,0,0,0,0,0
292,Dominik Greif,GK,Mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
293,Toni Frau,DEF,Mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
294,Josep Gaya,DEF,Mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
295,Copete,DEF,Mallorca,2,1,2,0,0,0,0,0,0,0,0,0,0,0
296,Antonio Raillo,DEF,Mallorca,2,1,2,0,0,0,0,0,0,0,0,0,0,0
297,Brian Cufre,DEF,Mallorca,2,1,2,0,0,0,0,0,0,0,0,0,0,0
298,Jaume Costa,DEF,Mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
299,Franco Russo,DEF,Mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
300,Giovanni Gonzalez,DEF,Mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
301,Martin Valjent,DEF,Mallorca,2,1,2,0,0,0,0,0,0,0,0,0,0,0
302,Pablo Maffeo,DEF,Mallorca,2,1,2,0,0,0,0,0,0,0,0,0,0,0
303,Antonio Sanchez,MID,Mallorca,2,1,2,0,0,0,0,0,0,0,0,0,0,0
304,Inigo Ruiz de Galarreta,MID,Mallorca,1,1,2,0,0,0,1,0,0,0,0,0,0,0
305,Clement Grenier,MID,Mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
306,Dani Rodriguez,MID,Mallorca,0,1,1,0,0,0,1,0,0,0,0,0,0,0
307,Rodrigo Battaglia,MID,Mallorca,1,1,1,0,0,0,0,0,0,0,0,0,0,0
308,Jordi Mboula,MID,Mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309,Iddrisu Baba,MID,Mallorca,1,1,1,0,0,0,0,0,0,0,0,0,0,0
310,Kang-in Lee,MID,Mallorca,2,1,2,0,0,0,0,0,0,0,0,0,0,0
311,Javi Llabres,FWD,Mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
312,Alex Alegria,FWD,Mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
313,Abdon Prats,FWD,Mallorca,1,1,1,0,0,0,0,0,0,0,0,0,0,0
314,Lago Junior,FWD,Mallorca,1,1,1,0,0,0,0,0,0,0,0,0,0,0
315,Amath Ndiaye,FWD,Mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
316,Angel Rodriguez,FWD,Mallorca,1,1,1,0,0,0,0,0,0,0,0,0,0,0
317,Matthew Hoppe,FWD,Mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
318,Vedat Muriqi,FWD,Mallorca,0,1,0,0,0,0,0,0,0,0,0,0,0,0
319,Rui Silva,GK,Real Betis,3,1,2,0,0,0,0,0,0,0,1,0,0,0
320,Claudio Bravo,GK,Real Betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
321,Felix Garreta,DEF,Real Betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
322,Edgar Gonzalez,DEF,Real Betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
323,Martin Montoya,DEF,Real Betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
324,Victor Ruiz,DEF,Real Betis,2,1,2,0,0,0,0,0,0,0,0,0,0,0
325,Alex Moreno,DEF,Real Betis,2,1,2,0,0,0,0,0,0,0,0,0,0,0
326,Marc Bartra,DEF,Real Betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
327,Luiz Felipe,DEF,Real Betis,2,1,2,0,0,0,0,0,0,0,0,0,0,0
328,Juan Miranda,DEF,Real Betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
329,German Pezzella,DEF,Real Betis,0,1,0,0,0,0,0,0,0,0,0,0,0,0
